date,open,high,low,close,volume,average,barCount
2023-10-10 09:31:00,21.85,21.85,21.8,21.8,0.0,0.0,4
2023-10-10 09:32:00,21.78,21.8,21.76,21.76,0.0,0.0,3
2023-10-10 09:33:00,21.75,21.76,21.73,21.73,0.0,0.0,4
2023-10-10 09:34:00,21.74,21.79,21.74,21.79,0.0,0.0,3
2023-10-10 09:35:00,21.82,21.82,21.78,21.79,0.0,0.0,3
2023-10-10 09:36:00,21.8,21.85,21.8,21.85,0.0,0.0,3
2023-10-10 09:37:00,21.84,21.84,21.78,21.81,0.0,0.0,4
2023-10-10 09:38:00,21.8,21.84,21.8,21.84,0.0,0.0,3
2023-10-10 09:39:00,21.86,21.86,21.86,21.86,0.0,0.0,1
2023-10-10 09:40:00,21.85,21.86,21.84,21.86,0.0,0.0,3
2023-10-10 09:41:00,21.88,21.88,21.84,21.84,0.0,0.0,3
2023-10-10 09:42:00,21.82,21.82,21.81,21.81,0.0,0.0,2
2023-10-10 09:43:00,21.8,21.8,21.79,21.8,0.0,0.0,3
2023-10-10 09:44:00,21.82,21.85,21.82,21.83,0.0,0.0,3
2023-10-10 09:45:00,21.81,21.82,21.78,21.78,0.0,0.0,3
2023-10-10 09:46:00,21.8,21.8,21.75,21.75,0.0,0.0,3
2023-10-10 09:47:00,21.74,21.74,21.71,21.72,0.0,0.0,3
2023-10-10 09:48:00,21.74,21.75,21.73,21.75,0.0,0.0,3
2023-10-10 09:49:00,21.74,21.74,21.71,21.71,0.0,0.0,3
2023-10-10 09:50:00,21.7,21.7,21.67,21.67,0.0,0.0,3
2023-10-10 09:51:00,21.66,21.67,21.64,21.64,0.0,0.0,4
2023-10-10 09:52:00,21.63,21.66,21.63,21.66,0.0,0.0,4
2023-10-10 09:53:00,21.71,21.71,21.69,21.69,0.0,0.0,3
2023-10-10 09:54:00,21.7,21.7,21.7,21.7,0.0,0.0,1
2023-10-10 09:55:00,21.69,21.7,21.68,21.68,0.0,0.0,3
2023-10-10 09:56:00,21.69,21.7,21.69,21.7,0.0,0.0,2
2023-10-10 09:57:00,21.67,21.68,21.65,21.66,0.0,0.0,4
2023-10-10 09:58:00,21.65,21.65,21.65,21.65,0.0,0.0,1
2023-10-10 09:59:00,21.63,21.63,21.61,21.61,0.0,0.0,2
2023-10-10 10:00:00,21.57,21.57,21.55,21.55,0.0,0.0,3
2023-10-10 10:01:00,21.57,21.58,21.57,21.58,0.0,0.0,2
2023-10-10 10:02:00,21.59,21.6,21.59,21.6,0.0,0.0,2
2023-10-10 10:03:00,21.58,21.59,21.57,21.59,0.0,0.0,3
2023-10-10 10:04:00,21.6,21.6,21.56,21.56,0.0,0.0,2
2023-10-10 10:05:00,21.55,21.55,21.53,21.53,0.0,0.0,2
2023-10-10 10:06:00,21.52,21.52,21.5,21.51,0.0,0.0,3
2023-10-10 10:07:00,21.5,21.5,21.48,21.49,0.0,0.0,4
2023-10-10 10:08:00,21.5,21.5,21.48,21.48,0.0,0.0,3
2023-10-10 10:09:00,21.46,21.46,21.45,21.46,0.0,0.0,3
2023-10-10 10:10:00,21.47,21.5,21.46,21.46,0.0,0.0,3
2023-10-10 10:11:00,21.45,21.51,21.45,21.51,0.0,0.0,2
2023-10-10 10:12:00,21.49,21.49,21.45,21.45,0.0,0.0,2
2023-10-10 10:13:00,21.46,21.46,21.45,21.46,0.0,0.0,3
2023-10-10 10:14:00,21.45,21.45,21.43,21.43,0.0,0.0,4
2023-10-10 10:15:00,21.42,21.43,21.41,21.41,0.0,0.0,3
2023-10-10 10:16:00,21.42,21.42,21.39,21.39,0.0,0.0,4
2023-10-10 10:17:00,21.37,21.37,21.33,21.33,0.0,0.0,4
2023-10-10 10:18:00,21.32,21.33,21.31,21.31,0.0,0.0,3
2023-10-10 10:19:00,21.32,21.32,21.31,21.31,0.0,0.0,2
2023-10-10 10:20:00,21.33,21.33,21.31,21.31,0.0,0.0,3
2023-10-10 10:21:00,21.29,21.29,21.26,21.26,0.0,0.0,3
2023-10-10 10:22:00,21.25,21.29,21.25,21.29,0.0,0.0,3
2023-10-10 10:23:00,21.3,21.3,21.28,21.28,0.0,0.0,3
2023-10-10 10:24:00,21.27,21.29,21.26,21.29,0.0,0.0,3
2023-10-10 10:25:00,21.28,21.33,21.27,21.33,0.0,0.0,4
2023-10-10 10:26:00,21.32,21.32,21.3,21.3,0.0,0.0,2
2023-10-10 10:27:00,21.29,21.29,21.29,21.29,0.0,0.0,1
2023-10-10 10:28:00,21.3,21.31,21.3,21.3,0.0,0.0,3
2023-10-10 10:29:00,21.31,21.31,21.3,21.31,0.0,0.0,3
2023-10-10 10:30:00,21.29,21.3,21.29,21.3,0.0,0.0,2
2023-10-10 10:31:00,21.31,21.31,21.3,21.3,0.0,0.0,2
2023-10-10 10:32:00,21.29,21.29,21.25,21.25,0.0,0.0,4
2023-10-10 10:33:00,21.24,21.24,21.23,21.23,0.0,0.0,2
2023-10-10 10:34:00,21.25,21.26,21.24,21.25,0.0,0.0,4
2023-10-10 10:35:00,21.28,21.28,21.26,21.27,0.0,0.0,3
2023-10-10 10:36:00,21.25,21.25,21.25,21.25,0.0,0.0,1
2023-10-10 10:37:00,21.23,21.24,21.23,21.24,0.0,0.0,2
2023-10-10 10:38:00,21.25,21.25,21.23,21.23,0.0,0.0,2
2023-10-10 10:39:00,21.24,21.24,21.23,21.23,0.0,0.0,4
2023-10-10 10:40:00,21.25,21.25,21.2,21.2,0.0,0.0,3
2023-10-10 10:41:00,21.19,21.19,21.18,21.18,0.0,0.0,2
2023-10-10 10:42:00,21.19,21.2,21.18,21.19,0.0,0.0,4
2023-10-10 10:43:00,21.2,21.2,21.2,21.2,0.0,0.0,1
2023-10-10 10:44:00,21.21,21.21,21.21,21.21,0.0,0.0,1
2023-10-10 10:45:00,21.23,21.25,21.23,21.25,0.0,0.0,3
2023-10-10 10:46:00,21.26,21.27,21.26,21.27,0.0,0.0,2
2023-10-10 10:47:00,21.25,21.27,21.25,21.27,0.0,0.0,3
2023-10-10 10:48:00,21.3,21.3,21.27,21.27,0.0,0.0,3
2023-10-10 10:49:00,21.26,21.26,21.25,21.25,0.0,0.0,2
2023-10-10 10:50:00,21.24,21.24,21.22,21.22,0.0,0.0,3
2023-10-10 10:51:00,21.21,21.21,21.21,21.21,0.0,0.0,1
2023-10-10 10:52:00,21.2,21.21,21.2,21.21,0.0,0.0,2
2023-10-10 10:53:00,21.19,21.2,21.19,21.19,0.0,0.0,3
2023-10-10 10:54:00,21.2,21.2,21.18,21.18,0.0,0.0,2
2023-10-10 10:55:00,21.19,21.2,21.19,21.2,0.0,0.0,2
2023-10-10 10:56:00,21.21,21.21,21.21,21.21,0.0,0.0,1
2023-10-10 10:57:00,21.2,21.2,21.19,21.19,0.0,0.0,2
2023-10-10 10:58:00,21.19,21.19,21.19,21.19,0.0,0.0,0
2023-10-10 10:59:00,21.18,21.18,21.18,21.18,0.0,0.0,1
2023-10-10 11:00:00,21.19,21.19,21.19,21.19,0.0,0.0,1
2023-10-10 11:01:00,21.18,21.18,21.16,21.16,0.0,0.0,2
2023-10-10 11:02:00,21.14,21.14,21.13,21.13,0.0,0.0,2
2023-10-10 11:03:00,21.14,21.15,21.14,21.15,0.0,0.0,2
2023-10-10 11:04:00,21.12,21.12,21.12,21.12,0.0,0.0,1
2023-10-10 11:05:00,21.13,21.14,21.1,21.1,0.0,0.0,3
2023-10-10 11:06:00,21.09,21.09,21.08,21.08,0.0,0.0,2
2023-10-10 11:07:00,21.09,21.09,21.09,21.09,0.0,0.0,1
2023-10-10 11:08:00,21.07,21.1,21.05,21.1,0.0,0.0,4
2023-10-10 11:09:00,21.12,21.12,21.12,21.12,0.0,0.0,1
2023-10-10 11:10:00,21.13,21.13,21.11,21.11,0.0,0.0,3
2023-10-10 11:11:00,21.1,21.1,21.09,21.09,0.0,0.0,4
2023-10-10 11:12:00,21.1,21.1,21.08,21.08,0.0,0.0,3
2023-10-10 11:13:00,21.09,21.11,21.09,21.11,0.0,0.0,2
2023-10-10 11:14:00,21.12,21.12,21.11,21.11,0.0,0.0,2
2023-10-10 11:15:00,21.1,21.1,21.09,21.09,0.0,0.0,2
2023-10-10 11:16:00,21.1,21.1,21.09,21.09,0.0,0.0,2
2023-10-10 11:17:00,21.1,21.12,21.1,21.12,0.0,0.0,4
2023-10-10 11:18:00,21.1,21.1,21.1,21.1,0.0,0.0,1
2023-10-10 11:19:00,21.09,21.09,21.09,21.09,0.0,0.0,1
2023-10-10 11:20:00,21.1,21.1,21.1,21.1,0.0,0.0,1
2023-10-10 11:21:00,21.11,21.11,21.07,21.07,0.0,0.0,3
2023-10-10 11:22:00,21.05,21.05,21.05,21.05,0.0,0.0,1
2023-10-10 11:23:00,21.05,21.05,21.05,21.05,0.0,0.0,0
2023-10-10 11:24:00,21.03,21.03,21.03,21.03,0.0,0.0,1
2023-10-10 11:25:00,21.05,21.06,21.05,21.06,0.0,0.0,2
2023-10-10 11:26:00,21.04,21.04,21.04,21.04,0.0,0.0,1
2023-10-10 11:27:00,21.02,21.02,21.01,21.01,0.0,0.0,2
2023-10-10 11:28:00,21.02,21.02,21.02,21.02,0.0,0.0,1
2023-10-10 11:29:00,21.03,21.04,21.03,21.03,0.0,0.0,3
2023-10-10 11:30:00,21.02,21.03,21.02,21.03,0.0,0.0,2
2023-10-10 11:31:00,21.04,21.04,21.03,21.03,0.0,0.0,2
2023-10-10 11:32:00,21.06,21.06,21.02,21.02,0.0,0.0,3
2023-10-10 11:33:00,21.03,21.04,21.03,21.04,0.0,0.0,2
2023-10-10 11:34:00,21.02,21.02,21.02,21.02,0.0,0.0,1
2023-10-10 11:35:00,21.0,21.02,21.0,21.02,0.0,0.0,3
2023-10-10 11:36:00,21.04,21.04,21.04,21.04,0.0,0.0,1
2023-10-10 11:37:00,21.03,21.03,21.02,21.02,0.0,0.0,2
2023-10-10 11:38:00,21.01,21.01,21.0,21.0,0.0,0.0,2
2023-10-10 11:39:00,20.98,20.99,20.98,20.98,0.0,0.0,3
2023-10-10 11:40:00,20.99,20.99,20.99,20.99,0.0,0.0,1
2023-10-10 11:41:00,20.98,20.98,20.97,20.97,0.0,0.0,2
2023-10-10 11:42:00,20.96,20.97,20.96,20.97,0.0,0.0,2
2023-10-10 11:43:00,20.96,20.97,20.95,20.97,0.0,0.0,3
2023-10-10 11:44:00,20.96,20.96,20.95,20.95,0.0,0.0,2
2023-10-10 11:45:00,20.94,20.95,20.94,20.95,0.0,0.0,2
2023-10-10 11:46:00,20.94,20.96,20.94,20.96,0.0,0.0,3
2023-10-10 11:47:00,20.95,20.96,20.95,20.95,0.0,0.0,3
2023-10-10 11:48:00,20.94,20.95,20.94,20.95,0.0,0.0,2
2023-10-10 11:49:00,20.94,20.94,20.94,20.94,0.0,0.0,1
2023-10-10 11:50:00,20.93,20.93,20.92,20.92,0.0,0.0,2
2023-10-10 11:51:00,20.92,20.92,20.92,20.92,0.0,0.0,0
2023-10-10 11:52:00,20.92,20.92,20.92,20.92,0.0,0.0,0
2023-10-10 11:53:00,20.94,20.94,20.94,20.94,0.0,0.0,1
2023-10-10 11:54:00,20.93,20.93,20.93,20.93,0.0,0.0,1
