datetime,currency,title,impact,forecast,previous,actual
2015-04-01 00:00,CNY,Non-Manufacturing PMI,Medium,,53.9,53.7
2015-04-01 00:00,JPY,Tankan Non-Manufacturing Index,Medium,17,16,19
2015-04-01 00:00,USD,Construction Spending m/m,Low,-0.1%,-1.7%,-0.1%
2015-04-01 00:00,USD,FOMC Member Lockhart Speaks,Medium,,,
2015-04-01 00:00,USD,ISM Manufacturing Prices,Low,38.1,35.0,39.0
2015-04-01 01:30,AUD,Commodity Prices y/y,Low,,-21.6%,-19.7%
2015-04-01 03:15,EUR,Spanish Manufacturing PMI,Medium,54.0,54.2,54.3
2015-04-01 03:30,CHF,Manufacturing PMI,Low,47.2,47.3,47.9
2015-04-01 03:45,EUR,Italian Manufacturing PMI,Medium,52.2,51.9,53.3
2015-04-01 03:50,EUR,French Final Manufacturing PMI,Low,48.2,48.2,48.8
2015-04-01 03:55,EUR,German Final Manufacturing PMI,Medium,52.4,52.4,52.8
2015-04-01 04:00,EUR,Final Manufacturing PMI,Low,51.9,51.9,52.2
2015-04-01 04:30,GBP,Final Manufacturing PMI,High,54.5,54.0,54.4
2015-04-01 08:15,USD,ADP Non-Farm Employment Change,High,227K,214K,189K
2015-04-01 09:00,USD,FOMC Member Williams Speaks,Medium,,,
2015-04-01 09:30,CAD,Manufacturing PMI,Low,,48.7,48.9
2015-04-01 09:45,USD,Final Manufacturing PMI,Low,55.3,55.3,55.7
2015-04-01 09:58,NZD,GDT Price Index,High,,-8.8%,-10.8%
2015-04-01 10:00,USD,ISM Manufacturing PMI,High,52.5,52.9,51.5
2015-04-01 10:30,USD,Crude Oil Inventories,Medium,4.2M,8.2M,4.8M
2015-04-01 15:29,USD,Total Vehicle Sales,Low,16.7M,16.2M,17.2M
2015-04-01 19:30,AUD,MI Inflation Gauge m/m,Low,,0.0%,0.4%
2015-04-01 19:50,JPY,Monetary Base y/y,Low,35.3%,36.7%,35.2%
2015-04-01 20:00,NZD,ANZ Commodity Prices m/m,Low,,4.2%,4.6%
2015-04-01 20:30,AUD,Goods Trade Balance,High,-1.28B,-1.00B,-1.26B
2015-04-01 23:45,JPY,10-y Bond Auction,Low,,0.40|2.8,0.37|2.7
2015-04-02 00:00,USD,Challenger Job Cuts y/y,Low,,20.9%,6.4%
2015-04-02 00:00,USD,Trade Balance,High,-41.3B,-42.7B,-35.4B
2015-04-02 00:00,USD,Unemployment Claims,High,286K,288K,268K
2015-04-02 04:30,GBP,Construction PMI,High,59.7,60.1,57.8
2015-04-02 04:59,EUR,French 10-y Bond Auction,Low,,0.67|1.5,0.46|1.7
2015-04-02 07:30,EUR,ECB Monetary Policy Meeting Accounts,Medium,,,
2015-04-02 08:30,CAD,Trade Balance,High,-2.0B,-1.5B,-1.0B
2015-04-02 08:40,USD,Fed Chair Yellen Speaks,Medium,,,
2015-04-02 10:00,USD,Factory Orders m/m,Medium,-0.4%,-0.7%,0.2%
2015-04-02 10:30,USD,Natural Gas Storage,Low,-9B,12B,-18B
