datetime,currency,title,impact,forecast,previous,actual
2008-09-01 00:00,AUD,Company Operating Profits q/q,Low,2.5%,3.1%,14.3%
2008-09-01 00:00,GBP,Mortgage Approvals,Low,35K,35K,33K
2008-09-01 00:00,GBP,Net Lending to Individuals m/m,Low,3.8B,4.0B,4.3B
2008-09-01 00:00,JPY,Average Cash Earnings y/y,Medium,0.3%,0.4%,0.3%
2008-09-01 02:00,EUR,German Retail Sales m/m,Medium,-0.1%,-1.4%,-1.5%
2008-09-01 02:30,AUD,Commodity Prices y/y,Medium,,41.9%,45.2%
2008-09-01 03:15,EUR,Spanish Manufacturing PMI,Low,,39.2,42.4
2008-09-01 03:30,CHF,Manufacturing PMI,Medium,53.3,54.1,52.5
2008-09-01 03:45,EUR,Italian Manufacturing PMI,Low,46.6,45.3,47.1
2008-09-01 03:50,EUR,French Final Manufacturing PMI,Low,45.1,45.1,45.8
2008-09-01 03:55,EUR,German Final Manufacturing PMI,Low,49.9,49.9,49.7
2008-09-01 04:00,EUR,Final Manufacturing PMI,Low,47.5,47.5,47.6
2008-09-01 04:30,GBP,Final Manufacturing PMI,High,44.0,44.1,45.9
2008-09-01 09:30,USD,FOMC Member Kroszner Speaks,Medium,,,
2008-09-01 19:50,JPY,Monetary Base y/y,Low,-0.5%,-0.7%,-0.2%
2008-09-01 21:00,JPY,BOJ Gov Shirakawa Speaks,Medium,,,
2008-09-01 21:30,AUD,Building Approvals m/m,High,0.3%,2.2%,-2.3%
2008-09-01 23:45,JPY,10-y Bond Auction,Low,,1.53|2.6,1.49|2.7
2008-09-02 00:00,AUD,RBA Rate Statement,High,,,
2008-09-02 00:00,CHF,GDP q/q,Medium,0.2%,0.3%,0.4%
2008-09-02 00:00,USD,Construction Spending m/m,Low,-0.3%,0.3%,-0.6%
2008-09-02 00:00,USD,ISM Manufacturing Prices,Low,82.0,88.5,77.0
2008-09-02 00:30,AUD,Cash Rate,High,7.00%,7.25%,7.00%
2008-09-02 01:45,CHF,CPI m/m,High,-0.1%,-0.4%,-0.3%
2008-09-02 02:30,JPY,BOJ Gov Shirakawa Speaks,Low,,,
2008-09-02 03:00,EUR,Spanish Unemployment Change,Low,,36.5K,103.1K
2008-09-02 04:00,GBP,Stimulus Package Announcement,Medium,,,
2008-09-02 04:30,GBP,Construction PMI,Medium,36.0,36.7,40.5
2008-09-02 05:00,EUR,PPI m/m,Low,1.3%,1.0%,1.1%
2008-09-02 10:00,USD,ISM Manufacturing PMI,High,49.9,50.0,49.9
2008-09-02 10:30,NZD,GDT Price Index,Low,,-12.9%,-14.2%
2008-09-02 12:30,CHF,Gov Board Member Jordan Speaks,Medium,,,
2008-09-02 19:01,GBP,Nationwide Consumer Confidence,Medium,49,52,52
2008-09-02 19:30,AUD,AIG Services Index,Low,,42.8,39.3
2008-09-02 21:00,CNY,Non-Manufacturing PMI,Low,,58.1,53.8
2008-09-02 21:30,AUD,GDP q/q,High,0.4%,0.7%,0.3%
2008-09-02 23:07,NZD,ANZ Commodity Prices m/m,Low,,1.8%,-3.3%
2008-09-03 00:00,CAD,Overnight Rate,High,3.00%,3.00%,3.00%
2008-09-03 00:00,EUR,Revised GDP q/q,Low,-0.2%,-0.2%,-0.2%
2008-09-03 03:15,EUR,Spanish Services PMI,Low,,37.1,39.0
2008-09-03 03:45,EUR,Italian Services PMI,Low,46.6,45.6,48.5
2008-09-03 03:50,EUR,French Final Services PMI,Low,48.5,48.5,48.0
2008-09-03 03:55,EUR,German Final Services PMI,Low,50.6,50.6,51.4
2008-09-03 04:00,EUR,Final Services PMI,Low,48.2,48.2,48.5
2008-09-03 04:30,GBP,Final Services PMI,High,47.0,47.4,49.2
2008-09-03 05:00,EUR,Retail Sales m/m,Medium,0.0%,-0.9%,-0.4%
2008-09-03 05:30,GBP,BRC Shop Price Index y/y,Low,,3.2%,3.8%
2008-09-03 07:30,USD,Challenger Job Cuts y/y,Low,,140.8%,11.7%
2008-09-03 09:00,CAD,BOC Rate Statement,High,,,
2008-09-03 10:00,USD,Factory Orders m/m,Medium,1.0%,2.1%,1.3%
2008-09-03 14:00,USD,Beige Book,Medium,,,
2008-09-03 15:29,USD,Total Vehicle Sales,Low,13.0M,12.6M,13.7M
2008-09-03 21:30,AUD,Goods Trade Balance,High,0.11B,0.35B,-0.72B
