datetime,currency,title,impact,forecast,previous,actual
2011-06-01 00:00,GBP,M4 Money Supply m/m,Low,0.3%,0.1%,0.1%
2011-06-01 00:00,GBP,Mortgage Approvals,Low,48K,47K,45K
2011-06-01 00:00,GBP,Net Lending to Individuals m/m,Medium,1.1B,1.1B,1.2B
2011-06-01 00:00,USD,Construction Spending m/m,Low,0.4%,0.1%,0.4%
2011-06-01 00:00,USD,ISM Manufacturing Prices,Low,81.9,85.5,76.5
2011-06-01 00:00,USD,Treasury Sec Geithner Speaks,Medium,,,
2011-06-01 02:30,AUD,Commodity Prices y/y,Medium,,31.9%,29.4%
2011-06-01 03:15,EUR,Spanish Manufacturing PMI,Medium,,50.6,48.2
2011-06-01 03:19,CHF,Retail Sales y/y,High,1.9%,-0.2%,7.5%
2011-06-01 03:30,CHF,Manufacturing PMI,Medium,57.9,58.4,59.2
2011-06-01 03:45,EUR,Italian Manufacturing PMI,Medium,53.6,55.5,52.8
2011-06-01 03:50,EUR,French Final Manufacturing PMI,Low,55.1,55.0,54.9
2011-06-01 03:55,EUR,German Final Manufacturing PMI,Low,58.2,58.2,57.7
2011-06-01 04:00,EUR,Final Manufacturing PMI,Low,54.8,54.8,54.6
2011-06-01 04:30,GBP,Final Manufacturing PMI,High,54.2,54.4,52.1
2011-06-01 05:03,EUR,French 10-y Bond Auction,Medium,,3.64|3.3,3.50|2.5
2011-06-01 07:30,USD,Challenger Job Cuts y/y,Low,,-4.8%,-4.3%
2011-06-01 08:15,USD,ADP Non-Farm Employment Change,High,177K,177K,38K
2011-06-01 09:00,EUR,ECB President Trichet Speaks,Medium,,,
2011-06-01 10:00,USD,ISM Manufacturing PMI,High,58.1,60.4,53.5
2011-06-01 10:30,NZD,GDT Price Index,Low,,-2.2%,1.7%
2011-06-01 13:35,GBP,MPC Member Tucker Speaks,Medium,,,
2011-06-01 15:29,USD,Total Vehicle Sales,Low,12.9M,13.2M,11.8M
2011-06-01 19:50,JPY,Capital Spending q/y,Medium,3.2%,3.8%,3.3%
2011-06-01 21:30,AUD,Goods Trade Balance,High,2.07B,1.69B,1.60B
2011-06-02 00:00,AUD,Retail Sales m/m,High,0.4%,-0.3%,1.1%
2011-06-02 00:00,JPY,Monetary Base y/y,Low,24.7%,23.9%,16.2%
2011-06-02 00:00,USD,Revised Nonfarm Productivity q/q,Medium,1.8%,1.6%,1.8%
2011-06-02 00:00,USD,Revised Unit Labor Costs q/q,Low,0.8%,1.0%,0.7%
2011-06-02 03:00,EUR,Spanish Unemployment Change,Medium,,-64.3K,-79.7K
2011-06-02 04:30,GBP,Construction PMI,High,53.7,53.3,54.0
2011-06-02 05:15,EUR,ECB President Trichet Speaks,Medium,,,
2011-06-02 05:36,GBP,10-y Bond Auction,Medium,,3.88|1.7,3.42|1.6
2011-06-02 08:30,USD,Unemployment Claims,High,416K,428K,422K
2011-06-02 09:30,CAD,Manufacturing PMI,Low,,,54.8
2011-06-02 10:00,USD,Factory Orders m/m,Medium,-0.7%,3.8%,-1.2%
2011-06-02 10:30,USD,Natural Gas Storage,Low,92B,105B,83B
2011-06-02 11:00,USD,Crude Oil Inventories,Medium,-1.5M,0.6M,2.9M
2011-06-02 18:45,NZD,Building Consents m/m,High,,2.0%,-1.6%
2011-06-02 19:30,AUD,AIG Services Index,Medium,,51.5,49.9
2011-06-02 21:00,CNY,Non-Manufacturing PMI,Low,,62.5,61.9
2011-06-02 22:30,CNY,Caixin Services PMI,Low,,51.6,54.3
2011-06-03 00:00,USD,Average Hourly Earnings m/m,Medium,0.2%,0.1%,0.3%
2011-06-03 00:00,USD,Unemployment Rate,High,9.0%,9.0%,9.1%
2011-06-03 03:15,EUR,Spanish Services PMI,Low,,50.4,50.9
2011-06-03 03:45,EUR,Italian Services PMI,Low,51.9,52.2,50.1
2011-06-03 03:50,EUR,French Final Services PMI,Low,62.8,62.8,62.5
2011-06-03 03:55,EUR,German Final Services PMI,Low,54.9,54.9,56.1
2011-06-03 04:00,EUR,Final Services PMI,Low,55.4,55.4,56.0
2011-06-03 04:30,GBP,Final Services PMI,High,54.4,54.3,53.8
2011-06-03 08:30,USD,Non-Farm Employment Change,High,161K,232K,54K
2011-06-03 10:00,USD,ISM Services PMI,High,53.8,52.8,54.6
2011-06-03 12:30,USD,FOMC Member Tarullo Speaks,Low,,,
2011-06-05 20:30,AUD,MI Inflation Gauge m/m,Low,,0.3%,0.2%
2011-06-05 21:30,AUD,ANZ Job Advertisements m/m,High,,-0.4%,-6.5%
2011-06-06 03:00,CHF,Foreign Currency Reserves,High,,202B,194B
2011-06-06 03:30,USD,FOMC Member Plosser Speaks,Medium,,,
2011-06-06 04:30,EUR,Sentix Investor Confidence,Low,9.4,10.9,3.5
2011-06-06 05:00,EUR,PPI m/m,Low,0.8%,0.8%,0.9%
2011-06-06 08:30,CAD,Building Permits m/m,High,-2.3%,16.8%,-21.1%
2011-06-06 10:00,CAD,Ivey PMI,High,59.9,57.8,65.5
2011-06-06 10:30,CAD,Gov Council Member Macklem Speaks,Low,,,
2011-06-06 13:15,USD,Treasury Sec Geithner Speaks,Medium,,,
2011-06-06 17:30,USD,FOMC Member Fisher Speaks,Medium,,,
2011-06-06 19:01,GBP,BRC Retail Sales Monitor y/y,Medium,,5.2%,-2.1%
2011-06-06 19:24,AUD,AIG Construction Index,Low,,37.9,39.6
2011-06-06 23:45,JPY,30-y Bond Auction,Low,,2.24|3.4,2.04|3.2
2011-06-07 00:00,AUD,RBA Rate Statement,High,,,
2011-06-07 00:00,USD,RCM/TIPP Economic Optimism,Low,42.1,42.8,44.6
2011-06-07 00:30,AUD,Cash Rate,High,4.75%,4.75%,4.75%
2011-06-07 01:00,JPY,Leading Indicators,Low,96.8%,100.1%,96.4%
2011-06-07 03:00,GBP,Halifax HPI m/m,High,0.4%,-1.4%,0.1%
2011-06-07 03:15,CHF,CPI m/m,Medium,0.0%,0.1%,0.0%
2011-06-07 05:00,EUR,Retail Sales m/m,Medium,0.4%,-0.9%,0.9%
2011-06-07 06:00,EUR,German Factory Orders m/m,Medium,2.1%,-2.7%,2.8%
2011-06-07 10:00,USD,JOLTS Job Openings,Low,,3.12M,2.97M
2011-06-07 15:00,USD,Consumer Credit m/m,Low,5.2B,4.8B,6.2B
2011-06-07 15:45,USD,Fed Chairman Bernanke Speaks,High,,,
2011-06-07 19:01,GBP,BRC Shop Price Index y/y,Low,,2.5%,2.3%
2011-06-07 19:50,JPY,Bank Lending y/y,Low,,-0.9%,-0.7%
