datetime,currency,title,impact,forecast,previous,actual
2012-07-01 19:19,AUD,AIG Manufacturing Index,Low,,42.4,47.2
2012-07-01 19:50,JPY,Tankan Manufacturing Index,Medium,-4,-4,-1
2012-07-01 20:30,AUD,MI Inflation Gauge m/m,Low,,0.0%,-0.2%
2012-07-01 22:30,CNY,Caixin Manufacturing PMI,Medium,,48.1,48.2
2012-07-02 00:00,EUR,Italian Monthly Unemployment Rate,Low,10.4%,10.2%,10.1%
2012-07-02 00:00,EUR,Spanish Manufacturing PMI,Medium,,42.0,41.1
2012-07-02 00:00,JPY,Tankan Non-Manufacturing Index,Medium,6,5,8
2012-07-02 00:00,USD,Construction Spending m/m,Low,0.3%,0.6%,0.9%
2012-07-02 00:00,USD,ISM Manufacturing Prices,Low,45.8,47.5,37.0
2012-07-02 02:30,AUD,Commodity Prices y/y,Low,,-10.2%,-10.5%
2012-07-02 03:15,CHF,Retail Sales y/y,High,2.1%,0.2%,6.2%
2012-07-02 03:30,CHF,Manufacturing PMI,Medium,44.8,45.4,48.1
2012-07-02 03:45,EUR,Italian Manufacturing PMI,Medium,44.6,44.8,44.6
2012-07-02 03:50,EUR,French Final Manufacturing PMI,Low,45.3,45.3,45.2
2012-07-02 03:55,EUR,German Final Manufacturing PMI,Low,44.7,44.7,45.0
2012-07-02 04:00,EUR,Final Manufacturing PMI,Low,44.8,44.8,45.1
2012-07-02 04:30,GBP,Final Manufacturing PMI,High,46.6,45.9,48.6
2012-07-02 05:00,EUR,Unemployment Rate,Medium,11.1%,11.0%,11.1%
2012-07-02 09:00,USD,Final Manufacturing PMI,Low,53.0,52.9,52.5
2012-07-02 10:00,USD,ISM Manufacturing PMI,High,52.1,53.5,49.7
2012-07-02 13:15,USD,FOMC Member Williams Speaks,Medium,,,
2012-07-02 19:50,JPY,Monetary Base y/y,Low,3.6%,2.4%,5.9%
2012-07-02 21:00,CNY,Non-Manufacturing PMI,Low,,55.2,56.7
2012-07-02 21:30,AUD,Building Approvals m/m,High,5.1%,-7.6%,27.3%
2012-07-02 23:45,JPY,10-y Bond Auction,Low,,0.86|3.0,0.84|3.1
2012-07-03 00:00,AUD,RBA Rate Statement,High,,,
2012-07-03 00:00,GBP,M4 Money Supply m/m,Low,1.4%,0.9%,-0.1%
2012-07-03 00:00,GBP,Mortgage Approvals,Low,51K,52K,51K
2012-07-03 00:00,GBP,Net Lending to Individuals m/m,Medium,1.1B,1.4B,1.3B
2012-07-03 00:00,JPY,Average Cash Earnings y/y,Medium,0.6%,0.2%,-0.8%
2012-07-03 00:00,NZD,ANZ Commodity Prices m/m,Low,,-4.2%,-2.4%
2012-07-03 00:30,AUD,Cash Rate,High,3.50%,3.50%,3.50%
2012-07-03 03:00,EUR,Spanish Unemployment Change,Medium,,-30.1K,-98.9K
2012-07-03 04:30,GBP,Construction PMI,High,53.1,54.4,48.2
2012-07-03 05:00,EUR,PPI m/m,Low,-0.2%,0.1%,-0.5%
2012-07-03 09:30,CAD,Manufacturing PMI,Low,,54.7,54.8
2012-07-03 10:00,USD,Factory Orders m/m,Medium,0.1%,-0.7%,0.7%
2012-07-03 10:30,NZD,GDT Price Index,Low,,-0.1%,-6.0%
2012-07-03 15:29,USD,Total Vehicle Sales,Low,14.0M,13.8M,14.1M
2012-07-03 19:01,GBP,BRC Shop Price Index y/y,Low,,1.5%,1.1%
2012-07-03 19:25,AUD,AIG Services Index,Medium,,43.5,48.8
2012-07-03 21:30,AUD,Retail Sales m/m,High,0.3%,0.1%,0.5%
2012-07-03 22:30,CNY,Caixin Services PMI,Low,,54.7,52.3
2012-07-04 00:00,GBP,Housing Equity Withdrawal q/q,Low,-7.9B,-8.6B,-8.8B
2012-07-04 03:15,EUR,Spanish Services PMI,Low,,41.8,43.4
2012-07-04 03:45,EUR,Italian Services PMI,Low,42.6,42.8,43.1
2012-07-04 03:50,EUR,French Final Services PMI,Low,47.3,47.3,47.9
2012-07-04 03:55,EUR,German Final Services PMI,Low,50.3,50.3,49.9
2012-07-04 04:00,EUR,Final Services PMI,Medium,46.8,46.8,47.1
2012-07-04 04:30,GBP,Final Services PMI,High,52.9,53.3,51.3
2012-07-04 05:00,EUR,Retail Sales m/m,Medium,0.2%,-1.4%,0.6%
2012-07-04 05:07,EUR,Final GDP q/q,Low,0.0%,0.0%,0.0%
2012-07-04 21:30,AUD,Goods Trade Balance,High,-0.51B,-0.03B,-0.29B
2012-07-05 00:00,GBP,MPC Rate Statement,High,,,
2012-07-05 00:00,GBP,Official Bank Rate,High,0.50%,0.50%,0.50%
2012-07-05 00:00,USD,Unemployment Claims,High,385K,388K,374K
2012-07-05 03:00,GBP,Halifax HPI m/m,Medium,-0.3%,0.4%,1.0%
2012-07-05 04:43,EUR,Spanish 10-y Bond Auction,High,,6.04|3.3,6.43|3.2
2012-07-05 05:02,EUR,French 10-y Bond Auction,Medium,,2.46|2.0,2.53|1.9
2012-07-05 06:00,EUR,German Factory Orders m/m,Medium,0.1%,-1.4%,0.6%
2012-07-05 07:00,GBP,Asset Purchase Facility,High,375B,325B,375B
2012-07-05 07:30,USD,Challenger Job Cuts y/y,Low,,66.7%,-9.4%
2012-07-05 07:45,EUR,Main Refinancing Rate,High,0.75%,1.00%,0.75%
2012-07-05 08:15,USD,ADP Non-Farm Employment Change,High,103K,136K,176K
2012-07-05 08:30,EUR,ECB Press Conference,High,,,
2012-07-05 10:00,USD,ISM Services PMI,High,53.1,53.7,52.1
2012-07-05 11:00,USD,Crude Oil Inventories,Medium,-1.6M,-0.1M,-4.3M
2012-07-05 19:20,AUD,AIG Construction Index,Low,,34.7,34.8
2012-07-06 00:00,CAD,Employment Change,High,5.1K,7.7K,7.3K
2012-07-06 00:00,CAD,Unemployment Rate,High,7.3%,7.3%,7.2%
