datetime,currency,title,impact,forecast,previous,actual
2024-04-01 00:00,JPY,Tankan Non-Manufacturing Index,Low,31,30,34
2024-04-01 00:00,USD,Construction Spending m/m,Low,0.7%,-0.2%,-0.3%
2024-04-01 00:00,USD,ISM Manufacturing Prices,Medium,53.3,52.5,55.8
2024-04-01 08:30,CAD,Manufacturing PMI,Low,,49.7,49.8
2024-04-01 08:45,USD,Final Manufacturing PMI,Low,52.5,52.5,51.9
2024-04-01 09:00,USD,ISM Manufacturing PMI,High,48.5,47.8,50.3
2024-04-01 09:30,CAD,BOC Business Outlook Survey,Medium,,,
2024-04-01 17:10,AUD,RBA Assist Gov Kent Speaks,Low,,,
2024-04-01 17:50,USD,FOMC Member Cook Speaks,Low,,,
2024-04-01 18:01,GBP,BRC Shop Price Index y/y,Low,,2.5%,1.3%
2024-04-01 18:50,JPY,Monetary Base y/y,Low,2.5%,2.4%,1.6%
2024-04-01 19:00,AUD,MI Inflation Gauge m/m,Low,,-0.1%,0.1%
2024-04-01 19:30,AUD,Monetary Policy Meeting Minutes,Medium,,,
2024-04-01 22:35,JPY,10-y Bond Auction,Low,,0.72|3.2,0.75|3.8
2024-04-02 00:00,AUD,ANZ Job Advertisements m/m,Low,,-2.1%,-1.0%
2024-04-02 00:00,GBP,M4 Money Supply m/m,Low,0.2%,-0.1%,0.5%
2024-04-02 00:00,GBP,Mortgage Approvals,Low,57K,56K,60K
2024-04-02 00:00,GBP,Net Lending to Individuals m/m,Low,1.2B,0.7B,2.9B
2024-04-02 00:00,USD,Factory Orders m/m,Low,1.1%,-3.8%,1.4%
2024-04-02 01:00,GBP,Nationwide HPI m/m,Low,0.4%,0.7%,-0.2%
2024-04-02 01:10,AUD,Commodity Prices y/y,Low,,-15.3%,-15.3%
2024-04-02 01:30,CHF,Retail Sales y/y,Low,0.4%,0.3%,-0.2%
2024-04-02 01:45,EUR,French Gov Budget Balance,Low,,,
2024-04-02 02:00,EUR,Spanish Unemployment Change,Low,10.0K,-7.5K,-33.4K
2024-04-02 02:15,EUR,Spanish Manufacturing PMI,Low,51.1,51.5,51.4
2024-04-02 02:30,CHF,Manufacturing PMI,Low,45.0,44.0,45.2
2024-04-02 02:45,EUR,Italian Manufacturing PMI,Low,48.9,48.7,50.4
2024-04-02 02:50,EUR,French Final Manufacturing PMI,Low,45.8,45.8,46.2
2024-04-02 02:55,EUR,German Final Manufacturing PMI,Low,41.6,41.6,41.9
2024-04-02 03:00,EUR,Final Manufacturing PMI,Low,45.7,45.7,46.1
2024-04-02 03:30,GBP,Final Manufacturing PMI,Low,49.9,49.9,50.3
2024-04-02 09:00,USD,JOLTS Job Openings,High,8.76M,8.75M,8.76M
2024-04-02 09:10,USD,FOMC Member Bowman Speaks,Low,,,
2024-04-02 10:02,NZD,GDT Price Index,Low,,-2.8%,2.8%
2024-04-02 11:00,USD,FOMC Member Williams Speaks,Low,,,
2024-04-02 11:05,USD,FOMC Member Mester Speaks,Medium,,,
2024-04-02 12:30,USD,FOMC Member Daly Speaks,Low,,,
2024-04-02 15:29,EUR,German Prelim CPI m/m,High,0.5%,0.4%,0.4%
2024-04-02 15:29,USD,Wards Total Vehicle Sales,Low,15.9M,15.8M,15.5M
2024-04-02 20:45,CNY,Caixin Services PMI,Low,52.5,52.5,52.7
2024-04-03 00:00,EUR,CPI Flash Estimate y/y,Medium,2.5%,2.6%,2.4%
