datetime,currency,title,impact,forecast,previous,actual
2023-02-01 00:00,EUR,CPI Flash Estimate y/y,Medium,9.0%,9.2%,8.5%
2023-02-01 00:00,EUR,Italian Prelim CPI m/m,Low,0.0%,0.3%,0.2%
2023-02-01 00:00,EUR,Unemployment Rate,Low,6.5%,6.6%,6.6%
2023-02-01 00:00,NZD,Labor Cost Index q/q,Low,1.2%,1.1%,1.1%
2023-02-01 00:00,NZD,Unemployment Rate,High,3.3%,3.3%,3.4%
2023-02-01 00:00,USD,Construction Spending m/m,Low,0.0%,0.5%,-0.4%
2023-02-01 00:00,USD,FOMC Statement,High,,,
2023-02-01 00:00,USD,ISM Manufacturing Prices,Low,40.6,39.4,44.5
2023-02-01 00:00,USD,JOLTS Job Openings,High,10.28M,10.44M,11.01M
2023-02-01 00:30,AUD,Commodity Prices y/y,Low,,14.1%,10.6%
2023-02-01 02:00,GBP,Nationwide HPI m/m,Low,-0.5%,-0.3%,-0.6%
2023-02-01 03:15,EUR,Spanish Manufacturing PMI,Low,47.9,46.4,48.4
2023-02-01 03:30,CHF,Manufacturing PMI,Low,54.3,54.1,49.3
2023-02-01 03:45,EUR,Italian Manufacturing PMI,Low,49.6,48.5,50.4
2023-02-01 03:50,EUR,French Final Manufacturing PMI,Low,50.8,50.8,50.5
2023-02-01 03:55,EUR,German Final Manufacturing PMI,Low,47.0,47.0,47.3
2023-02-01 04:00,EUR,Final Manufacturing PMI,Low,48.8,48.8,48.8
2023-02-01 04:30,GBP,Final Manufacturing PMI,Low,46.7,46.7,47.0
2023-02-01 05:00,EUR,Core CPI Flash Estimate y/y,Medium,5.1%,5.2%,5.2%
2023-02-01 05:34,EUR,German 10-y Bond Auction,Low,,2.25|1.4,2.27|1.5
2023-02-01 08:15,USD,ADP Non-Farm Employment Change,High,176K,253K,106K
2023-02-01 09:30,CAD,Manufacturing PMI,Low,,49.2,51.0
2023-02-01 09:45,USD,Final Manufacturing PMI,Low,46.8,46.8,46.9
2023-02-01 10:00,USD,ISM Manufacturing PMI,High,48.0,48.4,47.4
2023-02-01 10:30,USD,Crude Oil Inventories,Low,-1.0M,0.5M,4.1M
2023-02-01 14:00,USD,Federal Funds Rate,High,4.75%,4.50%,4.75%
2023-02-01 14:30,USD,FOMC Press Conference,High,,,
2023-02-01 15:29,All,OPEC-JMMC Meetings,Medium,,,
2023-02-01 15:29,USD,Wards Total Vehicle Sales,Low,15.2M,13.3M,15.7M
2023-02-01 16:45,NZD,Building Consents m/m,Low,,6.7%,-7.2%
