datetime,currency,title,impact,forecast,previous,actual
2018-04-01 19:50,JPY,Tankan Manufacturing Index,Low,25,25,24
2018-04-01 20:30,JPY,Final Manufacturing PMI,Low,53.2,53.2,53.1
2018-04-01 21:00,AUD,MI Inflation Gauge m/m,Low,,-0.1%,0.1%
2018-04-01 21:45,CNY,Caixin Manufacturing PMI,Medium,51.8,51.6,51.0
2018-04-02 00:00,JPY,Tankan Non-Manufacturing Index,Low,24,23,23
2018-04-02 00:00,USD,Construction Spending m/m,Low,0.4%,0.0%,0.1%
2018-04-02 00:00,USD,ISM Manufacturing Prices,Low,72.5,74.2,78.1
2018-04-02 09:30,CAD,Manufacturing PMI,Low,,55.6,55.7
2018-04-02 09:45,USD,Final Manufacturing PMI,Low,55.7,55.7,55.6
2018-04-02 10:00,USD,ISM Manufacturing PMI,High,60.1,60.8,59.3
2018-04-02 18:30,AUD,AIG Manufacturing Index,Low,,57.5,63.1
2018-04-02 19:50,JPY,Monetary Base y/y,Low,9.6%,9.4%,9.1%
2018-04-02 21:30,AUD,ANZ Job Advertisements m/m,Low,,-0.4%,0.0%
2018-04-02 23:45,JPY,10-y Bond Auction,Low,,0.06|4.5,0.03|4.2
2018-04-03 00:00,AUD,Cash Rate,Medium,1.50%,1.50%,1.50%
2018-04-03 00:00,EUR,Spanish Manufacturing PMI,Low,54.7,56.0,54.8
2018-04-03 00:30,AUD,RBA Rate Statement,High,,,
2018-04-03 02:00,EUR,German Retail Sales m/m,Medium,0.7%,-0.3%,-0.7%
2018-04-03 02:30,AUD,Commodity Prices y/y,Low,,-2.8%,-2.1%
2018-04-03 03:00,EUR,Spanish Unemployment Change,Low,-47.5K,-6.3K,-47.7K
2018-04-03 03:15,CHF,Retail Sales y/y,Low,-0.7%,-0.4%,-0.2%
2018-04-03 03:30,CHF,Manufacturing PMI,Low,64.3,65.5,60.3
2018-04-03 03:45,EUR,Italian Manufacturing PMI,Low,55.6,56.8,55.1
2018-04-03 03:50,EUR,French Final Manufacturing PMI,Low,53.6,53.6,53.7
2018-04-03 03:55,EUR,German Final Manufacturing PMI,Low,58.4,58.4,58.2
2018-04-03 04:00,EUR,Final Manufacturing PMI,Low,56.6,56.6,56.6
2018-04-03 04:30,GBP,Final Manufacturing PMI,High,54.8,55.0,55.1
2018-04-03 10:05,USD,RCM/TIPP Economic Optimism,Low,55.2,55.6,52.6
2018-04-03 10:33,NZD,GDT Price Index,Medium,,-1.2%,-0.6%
2018-04-03 15:29,USD,Total Vehicle Sales,Low,16.9M,17.1M,17.5M
2018-04-03 15:29,USD,Wards Total Vehicle Sales,Low,16.9M,17.0M,17.4M
2018-04-03 16:30,USD,FOMC Member Brainard Speaks,Medium,,,
2018-04-03 19:01,GBP,BRC Shop Price Index y/y,Low,,-0.8%,-1.0%
2018-04-03 21:30,AUD,Retail Sales m/m,High,0.3%,0.2%,0.6%
2018-04-03 21:45,CNY,Caixin Services PMI,Medium,54.5,54.2,52.3
2018-04-04 00:00,AUD,Building Approvals m/m,Medium,-5.1%,17.2%,-6.2%
2018-04-04 00:00,EUR,CPI Flash Estimate y/y,Medium,1.4%,1.1%,1.4%
2018-04-04 00:00,EUR,Unemployment Rate,Low,8.5%,8.6%,8.5%
2018-04-04 00:00,USD,Factory Orders m/m,Low,1.7%,-1.3%,1.2%
2018-04-04 04:00,EUR,Italian Monthly Unemployment Rate,Low,11.0%,11.1%,10.9%
2018-04-04 04:30,GBP,Construction PMI,High,50.9,51.4,47.0
2018-04-04 05:00,EUR,Core CPI Flash Estimate y/y,Medium,1.1%,1.0%,1.0%
2018-04-04 08:15,USD,ADP Non-Farm Employment Change,High,208K,246K,241K
2018-04-04 09:45,USD,Final Services PMI,Low,54.3,54.1,54.0
2018-04-04 10:00,USD,ISM Services PMI,High,59.0,59.5,58.8
2018-04-04 10:30,USD,Crude Oil Inventories,High,1.4M,1.6M,-4.6M
2018-04-04 11:00,USD,FOMC Member Mester Speaks,Medium,,,
2018-04-04 18:30,AUD,AIG Services Index,Low,,54.0,56.9
2018-04-04 21:00,NZD,ANZ Commodity Prices m/m,Low,,2.8%,1.2%
2018-04-04 21:30,AUD,Goods Trade Balance,High,0.68B,0.95B,0.83B
2018-04-05 00:00,EUR,Retail Sales m/m,Low,0.6%,-0.3%,0.1%
2018-04-05 00:00,EUR,Spanish Services PMI,Low,56.2,57.3,56.2
2018-04-05 00:00,USD,Trade Balance,Low,-56.9B,-56.7B,-57.6B
2018-04-05 00:00,USD,Unemployment Claims,Medium,225K,218K,242K
2018-04-05 02:00,EUR,German Factory Orders m/m,Low,1.6%,-3.5%,0.3%
2018-04-05 03:15,CHF,CPI m/m,Low,0.2%,0.4%,0.4%
2018-04-05 03:45,EUR,Italian Services PMI,Low,53.9,55.0,52.6
2018-04-05 03:50,EUR,French Final Services PMI,Low,56.8,56.8,56.9
2018-04-05 03:55,EUR,German Final Services PMI,Low,54.2,54.2,53.9
2018-04-05 04:00,EUR,Final Services PMI,Low,55.0,55.0,54.9
2018-04-05 04:30,GBP,Final Services PMI,High,53.9,54.5,51.7
2018-04-05 04:57,EUR,Spanish 10-y Bond Auction,Low,,1.36|1.3,1.15|1.5
2018-04-05 05:00,EUR,PPI m/m,Low,0.0%,0.4%,0.1%
2018-04-05 05:03,EUR,French 10-y Bond Auction,Low,,0.90|1.9,0.74|1.9
2018-04-05 07:30,USD,Challenger Job Cuts y/y,Low,,-4.3%,39.4%
2018-04-05 08:30,CAD,Trade Balance,High,-2.1B,-1.9B,-2.7B
2018-04-05 10:30,USD,Natural Gas Storage,Low,-29B,-63B,-29B
2018-04-05 12:00,CHF,Gov Board Member Maechler Speaks,Medium,,,
2018-04-05 13:00,USD,FOMC Member Bostic Speaks,Medium,,,
2018-04-05 19:30,JPY,Household Spending y/y,Low,0.3%,1.9%,-0.9%
2018-04-05 20:00,JPY,Average Cash Earnings y/y,Low,0.5%,1.2%,1.3%
2018-04-06 00:00,CAD,Unemployment Rate,High,5.8%,5.8%,5.8%
2018-04-06 00:00,EUR,French Trade Balance,Low,-5.3B,-5.4B,-5.2B
2018-04-06 00:00,USD,Average Hourly Earnings m/m,High,0.3%,0.1%,0.3%
2018-04-06 00:00,USD,Non-Farm Employment Change,High,188K,326K,103K
2018-04-06 00:00,USD,Unemployment Rate,High,4.0%,4.1%,4.1%
