datetime,currency,title,impact,forecast,previous,actual
2016-06-01 00:00,CNY,Non-Manufacturing PMI,Medium,,53.5,53.1
2016-06-01 00:00,EUR,Spanish Manufacturing PMI,Medium,52.6,53.5,51.8
2016-06-01 00:00,GBP,M4 Money Supply m/m,Low,0.2%,-0.4%,-0.1%
2016-06-01 00:00,GBP,Mortgage Approvals,Low,68K,70K,66K
2016-06-01 00:00,GBP,Net Lending to Individuals m/m,Medium,5.3B,9.2B,1.6B
2016-06-01 00:00,USD,Construction Spending m/m,Low,0.5%,1.5%,-1.8%
2016-06-01 00:00,USD,ISM Manufacturing Prices,Low,58.0,59.0,63.5
2016-06-01 01:45,CHF,GDP q/q,Low,0.3%,0.4%,0.1%
2016-06-01 02:00,GBP,Nationwide HPI m/m,Low,0.3%,0.2%,0.2%
2016-06-01 02:30,AUD,Commodity Prices y/y,Low,,-9.4%,-10.0%
2016-06-01 03:15,CHF,Retail Sales y/y,Low,-0.8%,-1.6%,-1.9%
2016-06-01 03:30,CHF,Manufacturing PMI,Low,54.2,54.7,55.8
2016-06-01 03:45,EUR,Italian Manufacturing PMI,Low,53.5,53.9,52.4
2016-06-01 03:50,EUR,French Final Manufacturing PMI,Low,48.3,48.3,48.4
2016-06-01 03:55,EUR,German Final Manufacturing PMI,Low,52.5,52.4,52.1
2016-06-01 04:00,EUR,Final Manufacturing PMI,Low,51.5,51.5,51.5
2016-06-01 04:30,GBP,Final Manufacturing PMI,High,49.6,49.4,50.1
2016-06-01 09:30,CAD,Manufacturing PMI,Low,,52.2,52.1
2016-06-01 09:45,USD,Final Manufacturing PMI,Low,50.5,50.5,50.7
2016-06-01 10:00,USD,ISM Manufacturing PMI,High,50.5,50.8,51.3
2016-06-01 10:43,NZD,GDT Price Index,High,,2.6%,3.4%
2016-06-01 14:00,USD,Beige Book,Low,,,
2016-06-01 15:29,USD,Total Vehicle Sales,Low,17.2M,17.4M,17.4M
2016-06-01 15:29,USD,Wards Total Vehicle Sales,Low,17.3M,17.5M,17.4M
2016-06-01 19:50,JPY,Monetary Base y/y,Low,27.2%,26.8%,25.5%
