datetime,currency,title,impact,forecast,previous,actual
2008-08-01 00:00,USD,Average Hourly Earnings m/m,Medium,0.3%,0.3%,0.3%
2008-08-01 00:00,USD,Construction Spending m/m,Low,-0.3%,0.0%,-0.4%
2008-08-01 00:00,USD,ISM Manufacturing Prices,Low,88.0,91.5,88.5
2008-08-01 00:00,USD,Unemployment Rate,High,5.6%,5.5%,5.7%
2008-08-01 02:00,EUR,German Retail Sales m/m,Medium,-0.5%,0.5%,-1.4%
2008-08-01 02:30,AUD,Commodity Prices y/y,Medium,,36.5%,41.1%
2008-08-01 03:15,EUR,Spanish Manufacturing PMI,Low,,40.6,39.2
2008-08-01 03:45,EUR,Italian Manufacturing PMI,Low,45.9,46.9,45.3
2008-08-01 03:50,EUR,French Final Manufacturing PMI,Low,47.3,47.3,47.1
2008-08-01 03:55,EUR,German Final Manufacturing PMI,Low,50.9,50.9,50.9
2008-08-01 04:00,EUR,Final Manufacturing PMI,Low,47.5,47.5,47.4
2008-08-01 04:30,GBP,Final Manufacturing PMI,High,45.5,45.9,44.3
2008-08-01 08:30,USD,Non-Farm Employment Change,High,-75K,-51K,-51K
2008-08-01 10:00,USD,ISM Manufacturing PMI,High,49.4,50.2,50.0
2008-08-01 15:29,USD,Total Vehicle Sales,Low,13.6M,13.6M,12.6M
2008-08-02 21:00,CNY,Non-Manufacturing PMI,Low,,56.9,58.1
2008-08-03 18:45,NZD,Labor Cost Index q/q,High,0.8%,0.7%,0.8%
2008-08-03 19:50,JPY,Monetary Base y/y,Low,-0.2%,0.4%,-0.7%
2008-08-03 21:30,AUD,ANZ Job Advertisements m/m,Medium,,-3.0%,-0.3%
2008-08-04 00:00,AUD,HPI q/q,Medium,-1.1%,0.4%,-0.3%
2008-08-04 00:00,GBP,Construction PMI,Medium,37.6,38.8,36.7
2008-08-04 00:00,USD,Personal Income m/m,Low,-0.1%,1.8%,0.1%
2008-08-04 00:00,USD,Personal Spending m/m,Medium,0.5%,0.8%,0.6%
2008-08-04 03:00,EUR,Spanish Unemployment Change,Low,,36.8K,36.5K
2008-08-04 03:30,CHF,Manufacturing PMI,Medium,53.4,54.9,54.1
2008-08-04 04:30,EUR,Sentix Investor Confidence,Low,-10.0,-9.3,-15.3
2008-08-04 05:00,EUR,PPI m/m,Low,0.8%,1.2%,0.9%
2008-08-04 07:30,USD,Challenger Job Cuts y/y,Low,,46.7%,140.8%
2008-08-04 08:30,USD,Core PCE Price Index m/m,Medium,0.2%,0.2%,0.3%
2008-08-04 10:00,USD,Factory Orders m/m,Medium,0.7%,0.9%,1.7%
2008-08-04 19:30,AUD,AIG Services Index,Low,,45.4,42.8
2008-08-04 23:06,NZD,ANZ Commodity Prices m/m,Low,,0.0%,1.8%
2008-08-04 23:45,JPY,10-y Bond Auction,Low,,1.70|3.1,1.53|2.6
2008-08-05 00:00,AUD,RBA Rate Statement,High,,,
2008-08-05 00:00,GBP,Industrial Production m/m,Low,0.1%,-0.9%,-0.2%
2008-08-05 00:00,GBP,Manufacturing Production m/m,High,0.1%,-0.5%,-0.5%
2008-08-05 00:00,USD,FOMC Statement,High,,,
2008-08-05 00:30,AUD,Cash Rate,High,7.25%,7.25%,7.25%
2008-08-05 03:15,EUR,Spanish Services PMI,Low,,36.7,37.1
2008-08-05 03:45,EUR,Italian Services PMI,Low,47.4,48.5,45.6
2008-08-05 03:50,EUR,French Final Services PMI,Low,47.0,47.0,47.5
2008-08-05 03:55,EUR,German Final Services PMI,Low,53.3,53.3,53.1
2008-08-05 04:00,EUR,Final Services PMI,Low,48.3,48.3,48.3
2008-08-05 04:30,GBP,Final Services PMI,High,46.7,47.1,47.4
