datetime,currency,title,impact,forecast,previous,actual
2023-07-02 17:45,NZD,Building Consents m/m,Low,,-2.6%,-2.2%
2023-07-02 18:50,JPY,Tankan Manufacturing Index,Low,3,1,5
2023-07-02 19:30,JPY,Final Manufacturing PMI,Low,49.8,49.8,49.8
2023-07-02 20:00,AUD,MI Inflation Gauge m/m,Low,,0.9%,0.1%
2023-07-02 20:30,AUD,ANZ Job Advertisements m/m,Low,,0.1%,-2.5%
2023-07-02 20:45,CNY,Caixin Manufacturing PMI,Medium,50.0,50.9,50.5
2023-07-03 00:00,AUD,Building Approvals m/m,Low,3.1%,-6.8%,20.6%
2023-07-03 00:00,CHF,CPI m/m,High,0.2%,0.3%,0.1%
2023-07-03 00:00,JPY,Tankan Non-Manufacturing Index,Low,22,20,23
2023-07-03 00:00,USD,Construction Spending m/m,Low,0.4%,0.4%,0.9%
2023-07-03 00:00,USD,ISM Manufacturing Prices,Medium,44.0,44.2,41.8
2023-07-03 01:30,AUD,Commodity Prices y/y,Low,,-21.5%,-21.5%
2023-07-03 01:45,EUR,French Gov Budget Balance,Low,,-83.7B,-107.2B
2023-07-03 02:15,EUR,Spanish Manufacturing PMI,Medium,48.0,48.4,48.0
2023-07-03 02:30,CHF,Manufacturing PMI,Low,42.8,43.2,44.9
2023-07-03 02:45,EUR,Italian Manufacturing PMI,Low,45.4,45.9,43.8
2023-07-03 02:50,EUR,French Final Manufacturing PMI,Low,45.5,45.5,46.0
2023-07-03 02:55,EUR,German Final Manufacturing PMI,Low,41.0,41.0,40.6
2023-07-03 03:00,EUR,Final Manufacturing PMI,Low,43.6,43.6,43.4
2023-07-03 03:30,GBP,Final Manufacturing PMI,Low,46.2,46.2,46.5
2023-07-03 08:45,USD,Final Manufacturing PMI,Low,46.3,46.3,46.3
2023-07-03 09:00,USD,ISM Manufacturing PMI,High,47.2,46.9,46.0
2023-07-03 17:00,NZD,NZIER Business Confidence,Low,,-66,-63
2023-07-03 18:50,JPY,Monetary Base y/y,Low,-0.7%,-1.1%,-1.0%
2023-07-03 22:35,JPY,10-y Bond Auction,Low,,0.44|3.7,0.43|4.0
2023-07-03 23:30,AUD,Cash Rate,High,4.10%,4.10%,4.10%
2023-07-04 00:00,AUD,RBA Rate Statement,High,,,
2023-07-04 01:00,EUR,German Trade Balance,Low,17.3B,16.5B,14.4B
2023-07-04 02:00,EUR,Spanish Unemployment Change,Low,-63.5K,-49.3K,-50.3K
2023-07-04 04:03,GBP,30-y Bond Auction,Low,,4.48|2.6,4.39|2.6
2023-07-04 08:30,CAD,Manufacturing PMI,Low,,49.0,48.8
2023-07-04 09:15,NZD,GDT Price Index,Low,,0.0%,-3.3%
2023-07-04 20:00,NZD,ANZ Commodity Prices m/m,Low,,0.4%,-2.3%
2023-07-04 20:45,CNY,Caixin Services PMI,Medium,56.2,57.1,53.9
2023-07-05 01:45,EUR,French Industrial Production m/m,Low,-0.3%,0.8%,1.2%
2023-07-05 02:15,EUR,Spanish Services PMI,Low,55.8,56.7,53.4
2023-07-05 02:45,EUR,Italian Services PMI,Low,53.0,54.0,52.2
2023-07-05 02:50,EUR,French Final Services PMI,Low,48.0,48.0,48.0
2023-07-05 02:55,EUR,German Final Services PMI,Low,54.1,54.1,54.1
2023-07-05 03:00,EUR,Final Services PMI,Low,52.4,52.4,52.0
2023-07-05 03:30,GBP,Final Services PMI,Low,53.7,53.7,53.7
2023-07-05 04:00,EUR,PPI m/m,Low,-1.7%,-3.2%,-1.9%
2023-07-05 04:33,EUR,German 10-y Bond Auction,Low,,2.43|1.9,2.39|2.2
2023-07-05 09:00,USD,Factory Orders m/m,Low,0.7%,0.3%,0.3%
2023-07-05 13:00,USD,FOMC Meeting Minutes,High,,,
2023-07-05 15:00,USD,FOMC Member Williams Speaks,Low,,,
2023-07-05 15:29,All,OPEC Meetings,High,,,
2023-07-05 15:29,USD,Wards Total Vehicle Sales,Low,15.3M,15.1M,15.7M
2023-07-05 20:30,AUD,Goods Trade Balance,Medium,10.85B,10.45B,11.79B
2023-07-05 22:35,JPY,30-y Bond Auction,Low,,1.26|3.1,1.22|3.0
2023-07-06 00:00,GBP,Housing Equity Withdrawal q/q,Low,-10.7B,-15.3B,-22.9B
2023-07-06 00:00,USD,JOLTS Job Openings,High,9.93M,10.32M,9.82M
2023-07-06 00:00,USD,Trade Balance,Low,-68.9B,-74.4B,-69.0B
2023-07-06 00:00,USD,Unemployment Claims,High,247K,236K,248K
2023-07-06 01:00,EUR,German Factory Orders m/m,Low,1.1%,0.2%,6.4%
2023-07-06 03:30,GBP,Construction PMI,Low,50.9,51.6,48.9
2023-07-06 03:47,EUR,Spanish 10-y Bond Auction,Low,,3.51|1.4,3.55|1.5
2023-07-06 03:58,EUR,French 10-y Bond Auction,Low,,2.85|1.9,3.04|1.9
2023-07-06 04:00,EUR,Retail Sales m/m,Low,0.2%,0.0%,0.0%
2023-07-06 06:30,USD,Challenger Job Cuts y/y,Low,,286.7%,25.2%
2023-07-06 07:15,USD,ADP Non-Farm Employment Change,High,226K,267K,497K
2023-07-06 07:30,CAD,Trade Balance,Low,1.4B,0.9B,-3.4B
2023-07-06 07:45,USD,FOMC Member Logan Speaks,Low,,,
2023-07-06 08:45,USD,Final Services PMI,Low,54.1,54.1,54.4
2023-07-06 09:00,USD,ISM Services PMI,High,51.3,50.3,53.9
2023-07-06 10:00,USD,Crude Oil Inventories,Low,-2.0M,-9.6M,-1.5M
2023-07-06 15:29,All,OPEC Meetings,High,,,
2023-07-06 18:30,JPY,Average Cash Earnings y/y,Low,1.2%,0.8%,2.5%
2023-07-07 00:00,CAD,Unemployment Rate,High,5.3%,5.2%,5.4%
2023-07-07 00:00,GBP,Halifax HPI m/m,Low,0.1%,-0.2%,-0.1%
2023-07-07 00:00,JPY,Household Spending y/y,Low,-2.4%,-4.4%,-4.0%
2023-07-07 00:00,JPY,Leading Indicators,Low,97.5%,96.8%,109.5%
2023-07-07 00:00,USD,Average Hourly Earnings m/m,High,0.3%,0.4%,0.4%
2023-07-07 00:00,USD,Natural Gas Storage,Low,65B,76B,72B
