datetime,currency,title,impact,forecast,previous,actual
2008-01-01 17:30,AUD,AIG Manufacturing Index,Low,,53.8,57.6
2008-01-01 21:30,CNY,Caixin Manufacturing PMI,Medium,,52.8,53.3
2008-01-02 00:00,USD,Construction Spending m/m,Low,-0.4%,-0.4%,0.1%
2008-01-02 00:00,USD,ISM Manufacturing Prices,Low,65.0,67.5,68.0
2008-01-02 00:30,AUD,Commodity Prices y/y,Medium,,1.6%,1.8%
2008-01-02 03:15,EUR,Spanish Manufacturing PMI,Low,,50.7,49.5
2008-01-02 03:45,EUR,Italian Manufacturing PMI,Low,51.2,51.3,50.7
2008-01-02 04:00,EUR,Final Manufacturing PMI,Low,52.5,52.5,52.6
2008-01-02 04:30,GBP,Final Manufacturing PMI,Medium,53.9,54.3,52.9
2008-01-02 05:07,EUR,German 10-y Bond Auction,Low,,4.19|2.0,4.35|1.2
2008-01-02 10:00,USD,ISM Manufacturing PMI,High,50.7,50.8,47.7
2008-01-02 14:00,USD,FOMC Meeting Minutes,High,,,
2008-01-02 20:00,CNY,Non-Manufacturing PMI,Low,,54.1,58.8
2008-01-03 00:00,EUR,Private Loans y/y,Low,11.2%,11.2%,11.0%
2008-01-03 00:00,GBP,Construction PMI,Low,53.8,54.3,56.0
2008-01-03 03:00,EUR,Spanish Unemployment Change,Low,,45.9K,35.1K
2008-01-03 03:30,CHF,Manufacturing PMI,Medium,61.5,63.4,61.3
2008-01-03 03:55,EUR,German Unemployment Change,Medium,-69K,-52K,-70K
2008-01-03 04:00,EUR,M3 Money Supply y/y,Low,12.3%,12.3%,12.3%
2008-01-03 04:30,GBP,BOE Credit Conditions Survey,Medium,,,
2008-01-03 05:02,EUR,French 10-y Bond Auction,Low,,4.25|2.9,4.31|2.5
2008-01-03 07:30,USD,Challenger Job Cuts y/y,Low,,-8.8%,-4.7%
2008-01-03 08:15,USD,ADP Non-Farm Employment Change,High,45K,173K,40K
2008-01-03 08:30,USD,Unemployment Claims,Medium,345K,357K,336K
2008-01-03 10:00,USD,Factory Orders m/m,Medium,0.5%,0.7%,1.5%
2008-01-03 10:30,USD,Crude Oil Inventories,Low,-2.3M,-3.3M,-4.0M
2008-01-03 15:29,USD,Total Vehicle Sales,Low,16.0M,16.2M,16.2M
2008-01-03 17:30,AUD,AIG Services Index,Low,,56.4,56.9
2008-01-04 00:00,CAD,IPPI m/m,Low,0.3%,-1.2%,0.6%
2008-01-04 00:00,EUR,Italian Prelim CPI m/m,Low,0.3%,0.4%,0.3%
2008-01-04 00:00,GBP,Mortgage Approvals,Low,84K,89K,83K
2008-01-04 00:00,GBP,Net Lending to Individuals m/m,Low,8.2B,9.0B,8.9B
2008-01-04 00:00,USD,Average Hourly Earnings m/m,Medium,0.3%,0.4%,0.4%
2008-01-04 00:00,USD,ISM Services PMI,High,53.5,54.1,53.9
2008-01-04 00:00,USD,Non-Farm Employment Change,High,70K,115K,18K
2008-01-04 00:00,USD,Unemployment Rate,High,4.8%,4.7%,5.0%
2008-01-04 01:45,CHF,CPI m/m,High,0.1%,0.5%,0.2%
2008-01-04 03:15,EUR,Spanish Services PMI,Low,,50.7,51.0
2008-01-04 03:45,EUR,Italian Services PMI,Low,50.7,50.8,49.7
2008-01-04 04:00,EUR,Final Services PMI,Low,53.2,53.2,53.1
2008-01-04 04:30,GBP,Final Services PMI,Medium,51.6,51.9,52.4
2008-01-04 05:00,EUR,CPI Flash Estimate y/y,Medium,3.1%,3.1%,3.1%
2008-01-04 08:30,CAD,RMPI m/m,Medium,0.8%,0.7%,3.4%
2008-01-04 10:00,CAD,Ivey PMI,High,51.5,58.7,45.9
2008-01-04 10:30,USD,Natural Gas Storage,Low,-110B,-165B,-87B
2008-01-04 11:15,USD,FOMC Member Kohn Speaks,Medium,,,
2008-01-05 11:15,USD,FOMC Member Kohn Speaks,Medium,,,
2008-01-06 16:45,NZD,Trade Balance,High,-473M,-717M,-646M
2008-01-06 18:50,JPY,Monetary Base y/y,Low,0.7%,1.0%,0.4%
2008-01-07 00:00,EUR,PPI m/m,Low,0.7%,0.7%,0.8%
2008-01-07 00:00,EUR,Unemployment Rate,Low,7.2%,7.2%,7.2%
2008-01-07 01:45,CHF,Unemployment Rate,Low,2.6%,2.6%,2.6%
2008-01-07 03:00,CHF,Foreign Currency Reserves,Low,,49B,50B
2008-01-07 04:30,EUR,Sentix Investor Confidence,Low,10.5,11.9,8.2
2008-01-07 05:00,EUR,Consumer Confidence,Low,-8,-8,-9
2008-01-07 07:00,EUR,ECB President Trichet Speaks,Medium,,,
2008-01-07 14:00,USD,Treasury Sec Paulson Speaks,Low,,,
2008-01-07 17:30,AUD,AIG Construction Index,Low,,53.2,59.2
2008-01-07 19:01,GBP,BRC Retail Sales Monitor y/y,Medium,,1.2%,0.3%
2008-01-07 19:30,AUD,Building Approvals m/m,High,0.0%,-3.6%,8.9%
2008-01-08 00:00,USD,RCM/TIPP Economic Optimism,Low,43.1,44.4,43.2
2008-01-08 03:00,GBP,Halifax HPI m/m,High,-0.5%,-1.1%,1.3%
2008-01-08 05:00,EUR,Retail Sales m/m,Low,0.4%,-0.7%,-0.5%
2008-01-08 06:00,EUR,German Factory Orders m/m,Medium,-1.6%,4.0%,3.4%
2008-01-08 07:30,USD,NFIB Small Business Index,Low,,94.4,94.6
2008-01-08 08:20,USD,FOMC Member Plosser Speaks,Medium,,,
2008-01-08 10:00,USD,Pending Home Sales m/m,High,-0.7%,3.7%,-2.6%
2008-01-08 12:05,CAD,Gov Council Member Kennedy Speaks,Low,,,
2008-01-08 15:00,USD,Consumer Credit m/m,Low,7.5B,2.0B,15.4B
2008-01-08 19:01,GBP,Nationwide Consumer Confidence,Low,85,86,85
2008-01-08 19:30,AUD,Retail Sales m/m,High,0.5%,0.3%,0.8%
2008-01-08 21:00,NZD,ANZ Commodity Prices m/m,Low,,0.8%,0.0%
2008-01-08 22:45,JPY,10-y Bond Auction,Low,,1.48|3.2,1.44|2.5
2008-01-09 00:00,EUR,German Trade Balance,Low,17.0B,18.3B,19.8B
2008-01-09 00:00,USD,Crude Oil Inventories,Low,-2.1M,-4.0M,-6.7M
2008-01-09 02:00,EUR,German Retail Sales m/m,Medium,1.0%,-2.3%,-1.3%
2008-01-09 02:45,EUR,French Trade Balance,Low,-3.6B,-3.6B,-4.8B
2008-01-09 05:00,EUR,Final GDP q/q,Low,0.7%,0.7%,0.8%
2008-01-09 05:35,GBP,BRC Shop Price Index y/y,Low,,1.1%,1.0%
2008-01-09 06:00,EUR,German Industrial Production m/m,Medium,0.3%,0.1%,-0.9%
2008-01-09 08:15,CAD,Housing Starts,High,220K,233K,188K
2008-01-09 10:30,GBP,CB Leading Index m/m,Low,,0.1%,-0.3%
2008-01-09 19:30,AUD,Goods Trade Balance,High,-2.54B,-2.86B,-2.25B
2008-01-10 00:00,CAD,NHPI m/m,Low,0.2%,0.1%,0.5%
2008-01-10 00:00,EUR,ECB Press Conference,High,,,
2008-01-10 00:00,EUR,French Gov Budget Balance,Low,,-52.2B,-54.7B
2008-01-10 00:00,JPY,Leading Indicators,Low,10.0%,18.2%,10.0%
2008-01-10 00:00,USD,JOLTS Job Openings,Low,,4.06M,4.02M
2008-01-10 00:00,USD,Unemployment Claims,Medium,340K,337K,322K
2008-01-10 02:45,EUR,French Industrial Production m/m,Medium,-0.5%,2.1%,-1.5%
2008-01-10 04:30,GBP,Goods Trade Balance,Medium,-7.2B,-7.4B,-7.4B
2008-01-10 07:00,GBP,Official Bank Rate,High,5.50%,5.50%,5.50%
2008-01-10 07:45,EUR,Main Refinancing Rate,Medium,4.00%,4.00%,4.00%
2008-01-10 08:30,CAD,Building Permits m/m,Medium,-1.9%,7.3%,-9.9%
2008-01-10 10:00,USD,Final Wholesale Inventories m/m,Low,0.4%,0.0%,0.6%
