datetime,currency,title,impact,forecast,previous,actual
2016-02-01 00:00,GBP,M4 Money Supply m/m,Low,0.3%,0.4%,-0.2%
2016-02-01 00:00,GBP,Mortgage Approvals,Low,70K,70K,71K
2016-02-01 00:00,GBP,Net Lending to Individuals m/m,Medium,4.9B,5.2B,4.4B
2016-02-01 00:00,USD,Construction Spending m/m,Low,0.6%,-0.6%,0.1%
2016-02-01 00:00,USD,ISM Manufacturing Prices,Low,34.7,33.5,33.5
2016-02-01 00:00,USD,Personal Income m/m,Low,0.2%,0.3%,0.3%
2016-02-01 00:00,USD,Personal Spending m/m,Medium,0.1%,0.5%,0.0%
2016-02-01 00:30,AUD,Commodity Prices y/y,Low,,-22.7%,-25.8%
2016-02-01 03:15,EUR,Spanish Manufacturing PMI,Medium,52.5,53.0,55.4
2016-02-01 03:30,CHF,Manufacturing PMI,Low,51.0,52.1,50.0
2016-02-01 03:45,EUR,Italian Manufacturing PMI,Low,54.9,55.6,53.2
2016-02-01 03:50,EUR,French Final Manufacturing PMI,Low,50.0,50.0,50.0
2016-02-01 03:55,EUR,German Final Manufacturing PMI,Low,52.1,52.1,52.3
2016-02-01 04:00,EUR,Final Manufacturing PMI,Low,52.3,52.3,52.3
2016-02-01 04:30,GBP,Final Manufacturing PMI,High,51.8,52.1,52.9
2016-02-01 08:30,USD,Core PCE Price Index m/m,Medium,0.1%,0.2%,0.0%
2016-02-01 09:30,CAD,Manufacturing PMI,Low,,47.5,49.3
2016-02-01 09:45,USD,Final Manufacturing PMI,Low,52.7,52.7,52.4
2016-02-01 10:00,USD,ISM Manufacturing PMI,High,48.6,48.2,48.2
2016-02-01 11:00,EUR,ECB President Draghi Speaks,High,,,
2016-02-01 13:00,USD,FOMC Member Fischer Speaks,Medium,,,
2016-02-01 14:00,USD,Loan Officer Survey,Low,,,
2016-02-01 18:50,JPY,Monetary Base y/y,Low,28.3%,29.5%,28.9%
2016-02-01 19:00,NZD,ANZ Commodity Prices m/m,Low,,-1.8%,-2.3%
2016-02-01 22:30,AUD,Cash Rate,High,2.00%,2.00%,2.00%
2016-02-01 22:45,JPY,10-y Bond Auction,Low,,0.25|3.3,0.08|3.1
2016-02-02 00:00,AUD,RBA Rate Statement,High,,,
2016-02-02 00:00,EUR,PPI m/m,Low,-0.4%,-0.2%,-0.8%
2016-02-02 03:00,EUR,Spanish Unemployment Change,Medium,71.2K,-55.8K,57.2K
2016-02-02 03:15,CHF,Retail Sales y/y,Low,-1.3%,-1.7%,-1.6%
2016-02-02 03:55,EUR,German Unemployment Change,Medium,-7K,-16K,-20K
2016-02-02 04:00,EUR,Italian Monthly Unemployment Rate,Low,11.2%,11.4%,11.4%
2016-02-02 04:30,GBP,Construction PMI,High,57.6,57.8,55.0
2016-02-02 05:00,EUR,Unemployment Rate,Medium,10.5%,10.5%,10.4%
2016-02-02 05:30,CHF,SNB Chairman Jordan Speaks,High,,,
2016-02-02 08:53,NZD,GDT Price Index,High,,-1.4%,-7.4%
2016-02-02 10:00,USD,RCM/TIPP Economic Optimism,Low,47.8,47.3,47.8
2016-02-02 10:15,USD,Wards Total Vehicle Sales,Low,17.3M,17.2M,17.5M
2016-02-02 13:00,USD,FOMC Member George Speaks,Medium,,,
2016-02-02 15:29,USD,Total Vehicle Sales,Low,17.4M,17.3M,17.6M
2016-02-02 16:45,NZD,Employment Change q/q,High,0.8%,-0.5%,0.9%
2016-02-02 17:30,AUD,AIG Services Index,Low,,46.3,48.4
2016-02-02 18:50,JPY,Monetary Policy Meeting Minutes,Medium,,,
2016-02-02 19:00,NZD,RBNZ Gov Wheeler Speaks,High,,,
2016-02-02 19:01,GBP,BRC Shop Price Index y/y,Low,,-2.0%,-1.8%
2016-02-02 19:30,AUD,Building Approvals m/m,High,4.8%,-12.4%,9.2%
2016-02-02 20:45,CNY,Caixin Services PMI,Medium,50.5,50.2,52.4
2016-02-02 21:30,JPY,BOJ Gov Kuroda Speaks,High,,,
2016-02-03 00:00,AUD,Goods Trade Balance,High,-2.45B,-2.73B,-3.54B
2016-02-03 00:00,EUR,Retail Sales m/m,Low,0.4%,-0.3%,0.3%
2016-02-03 00:00,JPY,Consumer Confidence,Low,43.8,42.7,42.5
2016-02-03 00:00,NZD,Labor Cost Index q/q,Low,0.5%,0.4%,0.4%
2016-02-03 00:00,NZD,Unemployment Rate,High,6.1%,6.0%,5.3%
2016-02-03 03:15,EUR,Spanish Services PMI,Low,54.6,55.1,54.6
2016-02-03 03:45,EUR,Italian Services PMI,Low,54.2,55.3,53.6
2016-02-03 03:50,EUR,French Final Services PMI,Low,50.6,50.6,50.3
2016-02-03 03:55,EUR,German Final Services PMI,Low,55.4,55.4,55.0
2016-02-03 04:00,EUR,Final Services PMI,Low,53.6,53.6,53.6
2016-02-03 04:30,GBP,Final Services PMI,High,55.4,55.5,55.6
2016-02-03 05:00,EUR,Italian Prelim CPI m/m,Low,-0.1%,0.0%,-0.2%
2016-02-03 08:15,USD,ADP Non-Farm Employment Change,High,193K,267K,205K
2016-02-03 09:45,USD,Final Services PMI,Low,53.7,53.7,53.2
2016-02-03 10:00,USD,ISM Services PMI,High,55.1,55.3,53.5
2016-02-03 10:30,USD,Crude Oil Inventories,High,3.7M,8.4M,7.8M
2016-02-03 17:30,NZD,RBNZ Assist Gov McDermott Speaks,Medium,,,
2016-02-03 19:30,AUD,NAB Quarterly Business Confidence,Medium,,1,4
2016-02-04 00:00,GBP,Asset Purchase Facility,Medium,375B,375B,375B
2016-02-04 00:00,GBP,BOE Inflation Letter,Medium,,,
