datetime,currency,title,impact,forecast,previous,actual
2014-03-02 16:45,NZD,Overseas Trade Index q/q,Medium,1.9%,7.5%,2.3%
2014-03-02 17:15,AUD,AIG Manufacturing Index,Low,,46.7,48.6
2014-03-02 18:30,AUD,MI Inflation Gauge m/m,Low,,0.1%,0.2%
2014-03-02 18:50,JPY,Capital Spending q/y,Medium,5.1%,1.5%,4.0%
2014-03-02 18:59,AUD,HIA New Home Sales m/m,Medium,,-0.4%,0.5%
2014-03-02 19:30,AUD,ANZ Job Advertisements m/m,Medium,,0.0,5.1%
2014-03-02 20:00,CNY,Non-Manufacturing PMI,Medium,,53.4,55.0
2014-03-02 20:45,CNY,Caixin Manufacturing PMI,High,48.5,48.3,48.5
2014-03-03 00:00,AUD,Company Operating Profits q/q,Medium,2.3%,4.3%,1.7%
2014-03-03 00:00,CAD,IPPI m/m,Low,0.9%,0.6%,1.4%
2014-03-03 00:00,GBP,M4 Money Supply m/m,Low,0.3%,-1.4%,0.3%
2014-03-03 00:00,GBP,Mortgage Approvals,Low,74K,73K,77K
2014-03-03 00:00,GBP,Net Lending to Individuals m/m,Medium,2.5B,2.3B,2.1B
2014-03-03 00:00,USD,Construction Spending m/m,Low,0.0%,1.5%,0.1%
2014-03-03 00:00,USD,Core PCE Price Index m/m,Medium,0.1%,0.1%,0.1%
2014-03-03 00:00,USD,Final Manufacturing PMI,Low,56.7,56.7,57.1
2014-03-03 00:00,USD,ISM Manufacturing Prices,Low,57.2,60.5,60.0
2014-03-03 00:00,USD,Personal Income m/m,Low,0.2%,0.0%,0.3%
2014-03-03 00:00,USD,Personal Spending m/m,Medium,0.2%,0.1%,0.4%
2014-03-03 00:30,AUD,Commodity Prices y/y,Low,,-9.3%,-12.1%
2014-03-03 03:15,EUR,Spanish Manufacturing PMI,Medium,53.2,52.2,52.5
2014-03-03 03:30,CHF,Manufacturing PMI,Medium,57.2,56.1,57.6
2014-03-03 03:45,EUR,Italian Manufacturing PMI,Medium,53.7,53.1,52.3
2014-03-03 03:50,EUR,French Final Manufacturing PMI,Low,48.5,48.5,49.7
2014-03-03 03:55,EUR,German Final Manufacturing PMI,Low,54.7,54.7,54.8
2014-03-03 04:00,EUR,Final Manufacturing PMI,Low,53.2,53.0,53.2
2014-03-03 04:30,GBP,Final Manufacturing PMI,High,56.9,56.6,56.9
2014-03-03 08:30,CAD,RMPI m/m,Medium,2.3%,1.8%,2.6%
2014-03-03 09:00,EUR,ECB President Draghi Speaks,High,,,
2014-03-03 09:30,CAD,Manufacturing PMI,Low,,51.7,52.9
2014-03-03 10:00,USD,ISM Manufacturing PMI,High,52.3,51.3,53.2
2014-03-03 15:29,All,G7 Meetings,High,,,
2014-03-03 15:29,USD,Total Vehicle Sales,Low,15.3M,15.2M,15.3M
2014-03-03 18:50,JPY,Monetary Base y/y,Low,54.2%,51.9%,55.7%
2014-03-03 19:00,NZD,ANZ Commodity Prices m/m,Low,,1.2%,0.9%
2014-03-03 19:30,AUD,Building Approvals m/m,High,0.7%,-1.3%,6.8%
2014-03-03 20:30,JPY,Average Cash Earnings y/y,Medium,0.3%,0.5%,-0.2%
2014-03-03 22:30,AUD,Cash Rate,High,2.50%,2.50%,2.50%
2014-03-03 22:45,JPY,10-y Bond Auction,Low,,0.60|3.2,0.60|3.5
2014-03-04 00:00,AUD,Current Account,Medium,-10.1B,-12.5B,-10.1B
2014-03-04 00:00,AUD,RBA Rate Statement,High,,,
2014-03-04 03:00,EUR,Spanish Unemployment Change,Medium,74.2K,113.1K,-1.9K
2014-03-04 04:30,GBP,Construction PMI,High,63.6,64.6,62.6
2014-03-04 05:00,EUR,PPI m/m,Low,0.0%,0.2%,-0.3%
2014-03-04 05:30,GBP,MPC Member Cunliffe Speaks,Medium,,,
2014-03-04 08:30,NZD,GDT Price Index,Low,,-1.2%,-4.0%
2014-03-04 10:00,USD,RCM/TIPP Economic Optimism,Low,45.6,44.9,45.1
2014-03-04 17:15,AUD,AIG Services Index,Low,,49.3,55.2
2014-03-04 19:01,GBP,BRC Shop Price Index y/y,Low,,-1.0%,-1.4%
2014-03-04 19:30,AUD,GDP q/q,High,0.7%,0.6%,0.8%
2014-03-04 20:45,CNY,Caixin Services PMI,Medium,,50.7,51.0
2014-03-05 00:00,CAD,Overnight Rate,High,1.00%,1.00%,1.00%
2014-03-05 00:00,EUR,Revised GDP q/q,Low,0.3%,0.3%,0.3%
2014-03-05 03:15,EUR,Spanish Services PMI,Medium,55.3,54.9,53.7
2014-03-05 03:45,EUR,Italian Services PMI,Medium,50.6,49.4,52.9
2014-03-05 03:50,EUR,French Final Services PMI,Low,46.9,46.9,47.2
2014-03-05 03:55,EUR,German Final Services PMI,Low,55.4,55.4,55.9
2014-03-05 04:00,EUR,Final Services PMI,Low,51.7,51.7,52.6
2014-03-05 04:30,GBP,Final Services PMI,High,58.0,58.3,58.2
2014-03-05 05:00,EUR,Retail Sales m/m,Medium,0.9%,-1.3%,1.6%
2014-03-05 08:15,USD,ADP Non-Farm Employment Change,High,159K,127K,139K
2014-03-05 09:00,USD,Final Services PMI,Low,52.7,52.7,53.3
2014-03-05 09:57,USD,ISM Services PMI,High,53.8,54.0,51.6
2014-03-05 10:00,CAD,BOC Rate Statement,High,,,
2014-03-05 10:30,USD,Crude Oil Inventories,Medium,0.9M,0.1M,1.4M
2014-03-05 14:00,USD,Beige Book,Medium,,,
2014-03-05 19:00,USD,FOMC Member Fisher Speaks,Medium,,,
