datetime,currency,title,impact,forecast,previous,actual
2021-10-01 00:00,EUR,CPI Flash Estimate y/y,Low,3.3%,3.0%,3.4%
2021-10-01 00:00,JPY,Tankan Manufacturing Index,Low,13,14,18
2021-10-01 00:00,JPY,Tankan Non-Manufacturing Index,Low,0,1,2
2021-10-01 00:00,USD,Construction Spending m/m,Low,0.3%,0.3%,0.0%
2021-10-01 00:00,USD,Core PCE Price Index m/m,High,0.2%,0.3%,0.3%
2021-10-01 00:00,USD,ISM Manufacturing Prices,Low,78.1,79.4,81.2
2021-10-01 00:00,USD,Personal Income m/m,Low,0.2%,1.1%,0.2%
2021-10-01 00:00,USD,Personal Spending m/m,Low,0.7%,-0.1%,0.8%
2021-10-01 00:00,USD,Revised UoM Consumer Sentiment,Medium,71.0,71.0,72.8
2021-10-01 00:00,USD,Revised UoM Inflation Expectations,Low,,4.7%,4.6%
2021-10-01 01:00,JPY,Consumer Confidence,Low,37.4,36.7,37.8
2021-10-01 02:00,EUR,German Retail Sales m/m,Low,1.6%,-4.5%,1.1%
2021-10-01 02:30,AUD,Commodity Prices y/y,Low,,49.3%,37.4%
2021-10-01 02:45,EUR,French Gov Budget Balance,Low,,-166.6B,-178.0B
2021-10-01 03:15,EUR,Spanish Manufacturing PMI,Low,58.1,59.5,58.1
2021-10-01 03:30,CHF,Manufacturing PMI,Low,65.6,67.7,68.1
2021-10-01 03:45,EUR,Italian Manufacturing PMI,Low,59.4,60.9,59.7
2021-10-01 03:50,EUR,French Final Manufacturing PMI,Low,55.2,55.2,55.0
2021-10-01 03:55,EUR,German Final Manufacturing PMI,Medium,58.5,58.5,58.4
2021-10-01 04:00,EUR,Final Manufacturing PMI,Low,58.7,58.7,58.6
2021-10-01 04:30,GBP,Final Manufacturing PMI,Low,56.3,56.3,57.1
2021-10-01 05:00,EUR,Core CPI Flash Estimate y/y,Low,1.9%,1.6%,1.9%
2021-10-01 08:30,CAD,GDP m/m,High,-0.2%,0.6%,-0.1%
2021-10-01 09:30,CAD,Manufacturing PMI,Low,,57.2,57.0
2021-10-01 09:45,USD,Final Manufacturing PMI,Low,60.5,60.5,60.7
2021-10-01 10:00,USD,ISM Manufacturing PMI,High,59.6,59.9,61.1
2021-10-01 16:29,USD,Wards Total Vehicle Sales,Low,12.9M,13.1M,12.2M
2021-10-03 19:50,JPY,Monetary Base y/y,Low,15.3%,14.9%,11.7%
