datetime,currency,title,impact,forecast,previous,actual
2009-10-01 00:00,GBP,BOE Credit Conditions Survey,Medium,,,
2009-10-01 00:00,JPY,Retail Sales y/y,Medium,-2.4%,-2.4%,-1.8%
2009-10-01 00:00,JPY,Tankan Non-Manufacturing Index,Medium,-25,-29,-24
2009-10-01 00:00,USD,Construction Spending m/m,Low,-0.1%,-1.1%,0.8%
2009-10-01 00:00,USD,Core PCE Price Index m/m,Medium,0.1%,0.1%,0.1%
2009-10-01 00:00,USD,ISM Manufacturing Prices,Low,66.1,65.0,63.5
2009-10-01 00:00,USD,Pending Home Sales m/m,High,0.9%,3.2%,6.4%
2009-10-01 00:00,USD,Personal Income m/m,Low,0.1%,0.2%,0.2%
2009-10-01 00:00,USD,Personal Spending m/m,Medium,1.2%,0.3%,1.3%
2009-10-01 02:00,EUR,German Retail Sales m/m,Medium,0.0%,0.7%,-1.5%
2009-10-01 02:30,AUD,Commodity Prices y/y,Medium,,-30.4%,-32.3%
2009-10-01 03:15,EUR,Spanish Manufacturing PMI,Low,,47.2,45.8
2009-10-01 03:30,CHF,Manufacturing PMI,Medium,51.5,50.2,54.3
2009-10-01 03:45,EUR,Italian Manufacturing PMI,Low,45.3,44.2,47.6
2009-10-01 03:50,EUR,French Final Manufacturing PMI,Low,52.5,52.5,53.0
2009-10-01 03:55,EUR,German Final Manufacturing PMI,Low,49.6,49.6,49.6
2009-10-01 04:00,EUR,Final Manufacturing PMI,Low,49.0,49.0,49.3
2009-10-01 04:30,GBP,Final Manufacturing PMI,High,50.2,49.7,49.5
2009-10-01 05:00,EUR,Unemployment Rate,Medium,9.6%,9.5%,9.6%
2009-10-01 05:12,EUR,French 10-y Bond Auction,Low,,3.56|1.9,3.57|1.6
2009-10-01 07:30,USD,Challenger Job Cuts y/y,Low,,-13.8%,-30.2%
2009-10-01 08:30,USD,Unemployment Claims,High,532K,534K,551K
2009-10-01 09:00,USD,Fed Chairman Bernanke Testifies,High,,,
2009-10-01 10:00,USD,ISM Manufacturing PMI,High,53.9,52.9,52.6
2009-10-01 10:30,USD,Natural Gas Storage,Low,62B,67B,64B
2009-10-01 16:29,USD,Total Vehicle Sales,Low,9.9M,14.1M,9.2M
2009-10-01 17:30,USD,FOMC Member Lockhart Speaks,Low,,,
2009-10-01 19:30,JPY,Household Spending y/y,Medium,-0.1%,-2.0%,2.6%
2009-10-01 19:50,JPY,Monetary Base y/y,Low,6.2%,6.1%,4.5%
2009-10-01 20:30,AUD,MI Inflation Gauge m/m,Low,,0.0%,0.0%
2009-10-02 00:00,GBP,Housing Equity Withdrawal q/q,Low,-6.8B,-7.3B,-7.0B
2009-10-02 00:00,JPY,Unemployment Rate,Low,5.8%,5.7%,5.5%
2009-10-02 00:00,USD,Average Hourly Earnings m/m,Medium,0.2%,0.4%,0.1%
2009-10-02 00:00,USD,Unemployment Rate,High,9.8%,9.7%,9.8%
2009-10-02 02:00,GBP,Nationwide HPI m/m,High,0.8%,1.4%,0.9%
2009-10-02 03:00,EUR,Spanish Unemployment Change,Low,,85.0K,80.4K
2009-10-02 04:30,GBP,Construction PMI,Medium,48.2,47.7,46.7
2009-10-02 05:00,EUR,PPI m/m,Low,0.5%,-0.7%,0.4%
2009-10-02 08:30,USD,Non-Farm Employment Change,High,-179K,-201K,-263K
2009-10-02 10:00,USD,Factory Orders m/m,Medium,0.2%,1.4%,-0.8%
2009-10-02 21:00,CNY,Non-Manufacturing PMI,Low,,59.9,58.9
2009-10-03 11:30,USD,Treasury Sec Geithner Speaks,High,,,
2009-10-03 16:29,All,G7 Meetings,High,,,
2009-10-03 16:29,EUR,Irish Lisbon Treaty Vote,Low,Yes,No,Yes
2009-10-04 16:29,EUR,Greek Parliamentary Election,Low,,,
2009-10-04 18:30,AUD,AIG Services Index,Low,,48.0,49.3
2009-10-04 20:30,AUD,ANZ Job Advertisements m/m,Medium,,4.1%,4.4%
2009-10-04 22:03,NZD,ANZ Commodity Prices m/m,Low,,4.3%,6.8%
2009-10-05 00:00,GBP,Final Services PMI,High,54.6,54.1,55.3
2009-10-05 03:15,EUR,Spanish Services PMI,Low,,45.3,46.4
2009-10-05 03:45,EUR,Italian Services PMI,Low,47.3,46.4,48.5
2009-10-05 03:50,EUR,French Final Services PMI,Low,52.2,52.2,53.2
2009-10-05 03:55,EUR,German Final Services PMI,Low,52.2,52.2,52.1
2009-10-05 04:00,EUR,Final Services PMI,Low,50.6,50.6,50.9
2009-10-05 04:30,EUR,Sentix Investor Confidence,Low,-12.0,-14.6,-12.6
2009-10-05 05:00,EUR,Retail Sales m/m,Medium,-0.4%,-0.2%,-0.2%
2009-10-05 10:00,USD,ISM Services PMI,High,50.0,48.4,50.9
2009-10-05 17:00,NZD,NZIER Business Confidence,High,,-25,36
2009-10-05 18:30,USD,FOMC Member Dudley Speaks,Low,,,
2009-10-05 20:30,AUD,Goods Trade Balance,High,-0.89B,-1.78B,-1.52B
2009-10-05 23:30,AUD,Cash Rate,High,3.00%,3.00%,3.25%
2009-10-05 23:45,JPY,10-y Bond Auction,Low,,1.33|2.9,1.26|3.5
2009-10-06 00:00,AUD,RBA Rate Statement,High,,,
2009-10-06 00:00,GBP,Industrial Production m/m,Low,0.1%,0.5%,-2.5%
2009-10-06 00:00,GBP,NIESR GDP Estimate,Medium,,0.1%,0.0%
2009-10-06 02:45,EUR,French Gov Budget Balance,Low,,-109.0B,-127.6B
2009-10-06 03:00,CHF,Foreign Currency Reserves,High,,82B,82B
2009-10-06 03:15,CHF,CPI m/m,Medium,0.1%,0.1%,0.0%
2009-10-06 04:00,GBP,Halifax HPI m/m,High,0.6%,0.8%,1.6%
2009-10-06 04:30,GBP,Manufacturing Production m/m,High,0.4%,0.7%,-1.9%
2009-10-06 08:30,CAD,Building Permits m/m,High,4.5%,-10.0%,7.2%
2009-10-06 09:30,NZD,GDT Price Index,Low,,23.9%,6.2%
2009-10-06 10:00,CAD,Ivey PMI,High,56.6,55.7,61.7
2009-10-06 16:29,All,IMF Meetings,Low,,,
2009-10-06 18:30,AUD,AIG Construction Index,Low,,42.4,50.8
2009-10-06 19:01,GBP,Nationwide Consumer Confidence,Medium,68,65,71
2009-10-06 20:30,AUD,Home Loans m/m,High,-0.6%,-2.2%,-0.6%
2009-10-07 00:00,GBP,BRC Shop Price Index y/y,Low,,-0.1%,-0.1%
2009-10-07 01:00,JPY,Leading Indicators,Low,83.4%,82.5%,83.3%
2009-10-07 01:45,CHF,Unemployment Rate,Low,4.1%,4.0%,4.1%
2009-10-07 05:00,EUR,Final GDP q/q,Medium,-0.1%,-0.1%,-0.2%
2009-10-07 05:05,EUR,German 30-y Bond Auction,Low,,4.44|2.2,3.84|1.6
2009-10-07 06:00,EUR,German Factory Orders m/m,Medium,1.3%,3.1%,1.4%
2009-10-07 10:30,USD,Crude Oil Inventories,Medium,2.0M,2.8M,-1.0M
2009-10-07 13:00,USD,10-y Bond Auction,Medium,,3.51|2.8,3.21|3.0
2009-10-07 15:00,USD,Consumer Credit m/m,Low,-9.9B,-19.0B,-12.0B
2009-10-07 16:29,All,IMF Meetings,Medium,,,
2009-10-07 19:50,JPY,Current Account,Low,1.17T,1.16T,1.23T
2009-10-07 20:30,AUD,Employment Change,High,-9.7K,-26.1K,40.6K
2009-10-07 23:45,JPY,30-y Bond Auction,Low,,2.32|3.3,2.14|3.3
2009-10-08 00:00,AUD,Unemployment Rate,High,6.0%,5.8%,5.7%
2009-10-08 00:00,GBP,MPC Rate Statement,High,,,
2009-10-08 00:00,GBP,Official Bank Rate,High,0.50%,0.50%,0.50%
2009-10-08 00:00,USD,Unemployment Claims,High,543K,554K,521K
2009-10-08 01:00,JPY,Economy Watchers Sentiment,Low,42.5,41.7,43.1
2009-10-08 02:00,JPY,Prelim Machine Tool Orders y/y,Low,,-71.5%,-61.9%
2009-10-08 02:45,EUR,French Trade Balance,Low,-2.4B,-1.0B,-3.4B
2009-10-08 05:00,GBP,CB Leading Index m/m,Low,,0.5%,0.9%
2009-10-08 06:00,EUR,German Industrial Production m/m,Medium,1.9%,-1.1%,1.7%
