datetime,currency,title,impact,forecast,previous,actual
2016-07-01 00:00,CNY,Non-Manufacturing PMI,Medium,,53.1,53.7
2016-07-01 00:00,EUR,Italian Monthly Unemployment Rate,Low,11.7%,11.6%,11.5%
2016-07-01 00:00,EUR,Spanish Manufacturing PMI,Medium,52.1,51.8,52.2
2016-07-01 00:00,JPY,Consumer Confidence,Low,41.1,40.9,41.8
2016-07-01 00:00,JPY,Household Spending y/y,Medium,-1.3%,-0.4%,-1.1%
2016-07-01 00:00,JPY,National Core CPI y/y,Low,-0.4%,-0.3%,-0.4%
2016-07-01 00:00,JPY,Tankan Non-Manufacturing Index,Medium,19,22,19
2016-07-01 00:00,JPY,Tokyo Core CPI y/y,Medium,-0.5%,-0.5%,-0.5%
2016-07-01 00:00,JPY,Unemployment Rate,Low,3.2%,3.2%,3.2%
2016-07-01 00:00,USD,Construction Spending m/m,Low,0.6%,-2.0%,-0.8%
2016-07-01 00:00,USD,ISM Manufacturing Prices,Low,63.9,63.5,60.5
2016-07-01 01:00,JPY,BOJ Core CPI y/y,Low,0.8%,0.9%,0.8%
2016-07-01 02:30,AUD,Commodity Prices y/y,Low,,-9.1%,-9.9%
2016-07-01 03:15,CHF,Retail Sales y/y,Low,-1.7%,-2.2%,-1.6%
2016-07-01 03:30,CHF,Manufacturing PMI,Low,54.9,55.8,51.6
2016-07-01 03:45,EUR,Italian Manufacturing PMI,Low,52.7,52.4,53.5
2016-07-01 03:50,EUR,French Final Manufacturing PMI,Low,47.9,47.9,48.3
2016-07-01 03:55,EUR,German Final Manufacturing PMI,Low,54.5,54.4,54.5
2016-07-01 04:00,EUR,Final Manufacturing PMI,Low,52.6,52.6,52.8
2016-07-01 04:30,GBP,Final Manufacturing PMI,High,50.0,50.4,52.1
2016-07-01 05:00,EUR,Unemployment Rate,Low,10.1%,10.2%,10.1%
2016-07-01 09:45,USD,Final Manufacturing PMI,Low,51.4,51.4,51.3
2016-07-01 10:00,USD,ISM Manufacturing PMI,High,51.3,51.3,53.2
2016-07-01 15:29,USD,Total Vehicle Sales,Low,17.3M,17.4M,16.7M
2016-07-01 15:29,USD,Wards Total Vehicle Sales,Low,17.2M,17.2M,16.6M
2016-07-02 15:29,AUD,Parliamentary Elections,Medium,,,
2016-07-03 19:50,JPY,Monetary Base y/y,Low,26.3%,25.5%,25.4%
2016-07-03 21:00,AUD,MI Inflation Gauge m/m,Low,,-0.2%,0.6%
2016-07-03 21:30,AUD,Building Approvals m/m,High,-3.6%,3.3%,-5.2%
2016-07-04 00:00,AUD,ANZ Job Advertisements m/m,Low,,2.2%,0.5%
2016-07-04 00:00,GBP,Construction PMI,High,50.6,51.2,46.0
2016-07-04 03:00,EUR,Spanish Unemployment Change,Medium,-99.3K,-119.8K,-124.3K
2016-07-04 04:30,EUR,Sentix Investor Confidence,Low,8.1,9.9,1.7
2016-07-04 05:00,EUR,PPI m/m,Low,0.3%,-0.3%,0.6%
2016-07-04 09:30,CAD,Manufacturing PMI,Low,,52.1,51.8
2016-07-04 10:30,CAD,BOC Business Outlook Survey,Medium,,,
2016-07-04 18:00,NZD,NZIER Business Confidence,Medium,,2,19
2016-07-04 19:30,AUD,AIG Services Index,Low,,51.5,51.3
2016-07-04 21:00,NZD,ANZ Commodity Prices m/m,Low,,1.1%,3.7%
2016-07-04 21:30,AUD,Goods Trade Balance,High,-1.72B,-1.79B,-2.22B
2016-07-04 21:45,CNY,Caixin Services PMI,Medium,52.3,51.2,52.7
2016-07-04 23:45,JPY,10-y Bond Auction,Low,,-0.09|4.1,-0.24|3.6
2016-07-05 00:00,AUD,RBA Rate Statement,High,,,
2016-07-05 00:00,AUD,Retail Sales m/m,High,0.3%,0.1%,0.2%
2016-07-05 00:00,USD,RCM/TIPP Economic Optimism,Low,49.3,48.2,45.5
2016-07-05 00:30,AUD,Cash Rate,High,1.75%,1.75%,1.75%
2016-07-05 03:15,EUR,Spanish Services PMI,Low,55.2,55.4,56.0
2016-07-05 03:45,EUR,Italian Services PMI,Low,50.3,49.8,51.9
2016-07-05 03:50,EUR,French Final Services PMI,Low,49.9,49.9,49.9
2016-07-05 03:55,EUR,German Final Services PMI,Low,53.2,53.2,53.7
2016-07-05 04:00,EUR,Final Services PMI,Low,52.5,52.4,52.8
2016-07-05 04:30,GBP,Final Services PMI,High,53.1,53.5,52.3
2016-07-05 05:00,EUR,Retail Sales m/m,Low,0.4%,0.2%,0.4%
2016-07-05 05:30,GBP,BOE Financial Stability Report,Medium,,,
2016-07-05 06:00,GBP,BOE Gov Carney Speaks,High,,,
2016-07-05 10:00,USD,Factory Orders m/m,Medium,-0.8%,1.8%,-1.0%
2016-07-05 10:28,NZD,GDT Price Index,High,,0.0%,-0.4%
2016-07-05 14:30,USD,FOMC Member Dudley Speaks,Medium,,,
2016-07-05 19:01,GBP,BRC Shop Price Index y/y,Low,,-1.8%,-2.0%
2016-07-06 00:00,USD,Trade Balance,Medium,-40.0B,-37.4B,-41.1B
2016-07-06 02:00,EUR,German Factory Orders m/m,Medium,1.0%,-1.9%,0.0%
2016-07-06 03:00,EUR,ECB President Draghi Speaks,High,,,
2016-07-06 03:30,AUD,RBA Deputy Gov Debelle Speaks,Medium,,,
2016-07-06 04:10,EUR,Retail PMI,Low,,50.6,48.5
2016-07-06 04:30,GBP,Housing Equity Withdrawal q/q,Low,-10.1B,-8.2B,-4.9B
2016-07-06 08:30,CAD,Trade Balance,High,-2.6B,-3.3B,-3.3B
2016-07-06 09:00,USD,FOMC Member Tarullo Speaks,Low,,,
2016-07-06 09:45,USD,Final Services PMI,Low,51.5,51.3,51.4
2016-07-06 10:00,USD,ISM Services PMI,High,53.3,52.9,56.5
2016-07-06 14:00,USD,FOMC Meeting Minutes,High,,,
2016-07-06 19:30,AUD,AIG Construction Index,Low,,46.7,53.2
2016-07-06 20:30,JPY,BOJ Gov Kuroda Speaks,High,,,
2016-07-07 00:00,GBP,Industrial Production m/m,Low,-1.0%,2.1%,-0.5%
2016-07-07 00:00,GBP,NIESR GDP Estimate,Low,,0.6%,0.6%
2016-07-07 00:00,USD,Challenger Job Cuts y/y,Low,,-26.5%,-14.1%
2016-07-07 00:00,USD,Unemployment Claims,High,269K,270K,254K
2016-07-07 01:00,JPY,Leading Indicators,Low,100.1%,100.0%,100.0%
2016-07-07 02:00,EUR,German Industrial Production m/m,Low,0.1%,0.5%,-1.3%
2016-07-07 02:45,EUR,French Trade Balance,Low,-4.9B,-4.8B,-2.8B
2016-07-07 03:00,CHF,Foreign Currency Reserves,Medium,,602B,609B
2016-07-07 03:15,CHF,CPI m/m,Low,0.0%,0.1%,0.1%
2016-07-07 03:30,GBP,Halifax HPI m/m,Medium,0.4%,0.9%,1.3%
2016-07-07 04:30,GBP,Manufacturing Production m/m,High,-1.2%,2.4%,-0.5%
2016-07-07 04:50,EUR,Spanish 10-y Bond Auction,Low,,1.59|1.6,1.06|1.9
2016-07-07 05:03,EUR,French 10-y Bond Auction,Low,,0.49|1.8,0.16|2.5
2016-07-07 05:34,GBP,10-y Bond Auction,Low,,1.66|1.8,0.91|2.3
2016-07-07 07:30,EUR,ECB Monetary Policy Meeting Accounts,Medium,,,
