datetime,currency,title,impact,forecast,previous,actual
2021-05-02 18:30,AUD,AIG Manufacturing Index,Low,,59.9,61.7
2021-05-02 21:00,AUD,MI Inflation Gauge m/m,Low,,0.4%,0.4%
2021-05-02 21:30,AUD,ANZ Job Advertisements m/m,Low,,7.8%,4.7%
2021-05-03 00:00,USD,Construction Spending m/m,Low,1.7%,-0.6%,0.2%
2021-05-03 00:00,USD,ISM Manufacturing Prices,Low,86.0,85.6,89.6
2021-05-03 02:00,EUR,German Retail Sales m/m,Low,2.9%,2.7%,7.7%
2021-05-03 02:30,AUD,Commodity Prices y/y,Low,,27.2%,34.7%
2021-05-03 03:15,EUR,Spanish Manufacturing PMI,Low,59.1,56.9,57.7
2021-05-03 03:30,CHF,Manufacturing PMI,Low,66.4,66.3,69.5
2021-05-03 03:45,EUR,Italian Manufacturing PMI,Low,60.9,59.8,60.7
2021-05-03 03:50,EUR,French Final Manufacturing PMI,Low,59.2,59.2,58.9
2021-05-03 03:55,EUR,German Final Manufacturing PMI,Low,66.4,66.4,66.2
2021-05-03 04:00,EUR,Final Manufacturing PMI,Low,63.3,63.3,62.9
2021-05-03 09:30,CAD,Manufacturing PMI,Low,,58.5,57.2
2021-05-03 09:45,USD,Final Manufacturing PMI,Low,60.7,60.6,60.5
2021-05-03 10:00,USD,ISM Manufacturing PMI,Medium,65.0,64.7,60.7
2021-05-03 14:00,USD,Loan Officer Survey,Low,,,
2021-05-03 14:10,USD,FOMC Member Williams Speaks,Low,,,
2021-05-03 14:20,USD,Fed Chair Powell Speaks,High,,,
2021-05-03 15:29,USD,Wards Total Vehicle Sales,Low,17.5M,17.7M,18.5M
2021-05-03 21:30,AUD,Goods Trade Balance,Low,8.25B,7.60B,5.57B
2021-05-04 00:00,AUD,Cash Rate,Medium,0.10%,0.10%,0.10%
2021-05-04 00:00,CAD,Trade Balance,Low,0.5B,1.4B,-1.1B
2021-05-04 00:00,GBP,M4 Money Supply m/m,Low,0.7%,0.8%,0.6%
2021-05-04 00:00,GBP,Mortgage Approvals,Low,86K,87K,83K
2021-05-04 00:00,GBP,Net Lending to Individuals m/m,Low,5.0B,5.3B,11.3B
2021-05-04 00:00,USD,Trade Balance,Low,-74.5B,-70.5B,-74.4B
2021-05-04 00:30,AUD,RBA Rate Statement,High,,,
2021-05-04 02:45,EUR,French Gov Budget Balance,Low,,-47.5B,-60.1B
2021-05-04 03:00,CHF,SECO Consumer Climate,Low,-11,-15,-7
2021-05-04 04:30,GBP,Final Manufacturing PMI,Low,60.7,60.7,60.9
2021-05-04 08:30,CAD,Building Permits m/m,Low,1.6%,3.1%,5.7%
2021-05-04 09:52,USD,RCM/TIPP Economic Optimism,Low,56.1,56.4,54.4
2021-05-04 10:00,USD,Factory Orders m/m,Low,1.3%,-0.5%,1.1%
2021-05-04 10:20,NZD,GDT Price Index,Low,,-0.1%,-0.7%
2021-05-04 13:00,USD,FOMC Member Daly Speaks,Low,,,
