datetime,currency,title,impact,forecast,previous,actual
2008-10-01 00:00,EUR,Unemployment Rate,Low,7.3%,7.4%,7.5%
2008-10-01 00:00,GBP,Index of Services 3m/3m,Low,0.1%,0.2%,0.0%
2008-10-01 00:00,JPY,Tankan Non-Manufacturing Index,Medium,5,10,1
2008-10-01 00:00,USD,Construction Spending m/m,Low,-0.4%,-1.4%,0.0%
2008-10-01 00:00,USD,ISM Manufacturing Prices,Low,73.0,77.0,53.5
2008-10-01 02:00,EUR,German Retail Sales m/m,Medium,0.5%,-1.0%,3.1%
2008-10-01 02:30,AUD,Commodity Prices y/y,Medium,,47.0%,43.3%
2008-10-01 03:15,EUR,Spanish Manufacturing PMI,Low,,42.4,38.3
2008-10-01 03:30,CHF,Manufacturing PMI,Medium,51.0,52.5,47.8
2008-10-01 03:45,EUR,Italian Manufacturing PMI,Low,46.1,47.1,44.4
2008-10-01 03:50,EUR,French Final Manufacturing PMI,Low,,43.6,43.0
2008-10-01 03:55,EUR,German Final Manufacturing PMI,Low,,48.1,47.4
2008-10-01 04:00,EUR,Final Manufacturing PMI,Low,45.3,45.3,45.0
2008-10-01 04:30,GBP,Final Manufacturing PMI,High,45.0,45.3,41.0
2008-10-01 05:00,EUR,ECB President Trichet Speaks,Medium,,,
2008-10-01 07:30,USD,Challenger Job Cuts y/y,Low,,11.7%,32.6%
2008-10-01 08:15,USD,ADP Non-Farm Employment Change,High,-55K,-37K,-8K
2008-10-01 09:30,NZD,GDT Price Index,Low,,-14.2%,-11.8%
2008-10-01 10:00,USD,ISM Manufacturing PMI,High,49.5,49.9,43.5
2008-10-01 10:35,USD,Crude Oil Inventories,Medium,1.8M,-1.5M,4.3M
2008-10-01 16:29,USD,Total Vehicle Sales,Low,13.6M,13.7M,12.5M
2008-10-01 19:50,JPY,Monetary Base y/y,Low,0.7%,-0.2%,0.9%
2008-10-01 21:30,AUD,Goods Trade Balance,High,0.26B,-0.70B,1.36B
2008-10-01 21:35,USD,Economic Stabilization Bill Vote,High,Pass,,Pass
2008-10-01 22:02,NZD,ANZ Commodity Prices m/m,Low,,-3.3%,-4.9%
2008-10-01 22:30,CNY,Caixin Manufacturing PMI,Medium,,49.2,47.7
2008-10-01 23:45,JPY,10-y Bond Auction,Low,,1.49|2.7,1.53|2.6
2008-10-02 00:00,EUR,PPI m/m,Low,-0.5%,1.3%,-0.5%
2008-10-02 00:00,USD,Unemployment Claims,High,475K,496K,497K
2008-10-02 01:45,CHF,SECO Economic Forecasts,Medium,,,
2008-10-02 02:00,GBP,Nationwide HPI m/m,High,-1.6%,-1.7%,-1.7%
2008-10-02 03:00,EUR,Spanish Unemployment Change,Low,,103.1K,95.4K
2008-10-02 04:30,GBP,BOE Credit Conditions Survey,Medium,,,
2008-10-02 04:33,GBP,Construction PMI,Medium,39.0,40.5,38.8
2008-10-02 05:00,CHF,SNB Quarterly Bulletin,Low,,,
2008-10-02 05:20,EUR,French 10-y Bond Auction,Low,,4.36|1.9,4.43|1.7
2008-10-02 07:45,EUR,Main Refinancing Rate,High,4.25%,4.25%,4.25%
2008-10-02 08:30,EUR,ECB Press Conference,High,,,
2008-10-02 10:00,USD,Factory Orders m/m,Medium,-2.6%,0.7%,-4.0%
2008-10-02 10:35,USD,Natural Gas Storage,Low,75B,51B,87B
2008-10-02 19:32,AUD,AIG Services Index,Low,,39.3,44.9
2008-10-02 20:30,AUD,MI Inflation Gauge m/m,Low,,0.1%,0.4%
2008-10-02 21:00,CNY,Non-Manufacturing PMI,Low,,53.8,58.1
2008-10-03 00:00,USD,Average Hourly Earnings m/m,Medium,0.3%,0.4%,0.2%
2008-10-03 00:00,USD,Unemployment Rate,High,6.1%,6.1%,6.1%
2008-10-03 01:45,CHF,CPI m/m,Medium,-0.1%,-0.3%,0.1%
2008-10-03 03:15,EUR,Spanish Services PMI,Low,,39.0,36.1
2008-10-03 03:45,EUR,Italian Services PMI,Low,48.2,48.5,49.4
2008-10-03 03:50,EUR,French Final Services PMI,Low,50.4,50.4,50.1
2008-10-03 03:55,EUR,German Final Services PMI,Low,49.3,49.3,50.2
2008-10-03 04:00,EUR,Final Services PMI,Low,48.2,48.2,48.4
2008-10-03 04:30,GBP,Final Services PMI,High,48.0,49.2,46.0
2008-10-03 04:34,GBP,Housing Equity Withdrawal q/q,Low,2.5B,5.2B,-2.8B
2008-10-03 05:00,EUR,Retail Sales m/m,Medium,0.1%,0.1%,0.3%
2008-10-03 08:30,USD,Non-Farm Employment Change,High,-100K,-73K,-159K
2008-10-03 10:00,USD,ISM Services PMI,High,50.0,50.6,50.2
2008-10-03 13:23,USD,Economic Stabilization Bill Vote,High,Pass,,Pass
2008-10-03 13:55,USD,President Bush Speaks,Low,,,
2008-10-04 16:29,EUR,EU Economic Summit,Medium,,,
2008-10-06 03:00,CHF,Foreign Currency Reserves,Low,,48B,49B
2008-10-06 04:30,EUR,Sentix Investor Confidence,Low,-27.1,-20.2,-27.8
2008-10-06 08:30,CAD,Building Permits m/m,High,-1.4%,2.6%,-13.5%
2008-10-06 10:00,CAD,Ivey PMI,High,51.0,51.5,61.0
2008-10-06 13:30,USD,FOMC Member Fisher Speaks,Medium,,,
2008-10-06 13:45,USD,President Bush Speaks,Low,,,
2008-10-06 16:29,EUR,Eurogroup Meetings,Low,,,
2008-10-06 17:00,NZD,NZIER Business Confidence,High,,-64,-19
2008-10-06 18:30,AUD,AIG Construction Index,Low,,43.1,31.8
2008-10-06 23:30,AUD,Cash Rate,High,6.50%,7.00%,6.00%
2008-10-06 23:58,JPY,Overnight Call Rate,High,0.50%,0.50%,0.50%
2008-10-07 00:00,AUD,RBA Rate Statement,High,,,
2008-10-07 00:00,GBP,Industrial Production m/m,Low,-0.2%,-0.4%,-0.6%
2008-10-07 00:00,JPY,Monetary Policy Statement,Medium,,,
2008-10-07 00:00,USD,JOLTS Job Openings,Low,,3.49M,3.28M
2008-10-07 01:00,JPY,Leading Indicators,Low,89.3%,91.4%,89.3%
