datetime,currency,title,impact,forecast,previous,actual
2019-05-01 00:00,GBP,M4 Money Supply m/m,Low,0.3%,0.3%,-0.5%
2019-05-01 00:00,GBP,Mortgage Approvals,Low,64K,65K,62K
2019-05-01 00:00,GBP,Net Lending to Individuals m/m,Medium,4.5B,4.5B,4.7B
2019-05-01 00:00,NZD,Labor Cost Index q/q,Low,0.5%,0.5%,0.3%
2019-05-01 00:00,NZD,Unemployment Rate,High,4.2%,4.3%,4.2%
2019-05-01 00:00,USD,Construction Spending m/m,Low,0.3%,0.7%,-0.9%
2019-05-01 00:00,USD,FOMC Statement,High,,,
2019-05-01 00:00,USD,ISM Manufacturing Prices,Low,54.5,54.3,50.0
2019-05-01 01:55,GBP,Nationwide HPI m/m,Low,0.1%,0.2%,0.4%
2019-05-01 02:30,AUD,Commodity Prices y/y,Low,,10.2%,14.4%
2019-05-01 04:30,GBP,Final Manufacturing PMI,Medium,53.2,55.1,53.1
2019-05-01 08:15,USD,ADP Non-Farm Employment Change,Medium,181K,151K,275K
2019-05-01 09:30,CAD,Manufacturing PMI,Low,,50.5,49.7
2019-05-01 09:45,USD,Final Manufacturing PMI,Low,52.4,52.4,52.6
2019-05-01 10:00,USD,ISM Manufacturing PMI,High,55.0,55.3,52.8
2019-05-01 10:30,USD,Crude Oil Inventories,Low,1.3M,5.5M,9.9M
2019-05-01 14:00,USD,Federal Funds Rate,High,2.50%,2.50%,2.50%
2019-05-01 14:30,USD,FOMC Press Conference,High,,,
2019-05-01 15:29,USD,Wards Total Vehicle Sales,Low,17.0M,17.5M,16.4M
2019-05-01 16:15,CAD,BOC Gov Poloz Speaks,High,,,
2019-05-01 18:45,NZD,Building Consents m/m,Low,,1.7%,-6.9%
2019-05-01 21:50,AUD,HIA New Home Sales m/m,Low,,1.0%,-0.1%
2019-05-02 00:00,GBP,Asset Purchase Facility,Medium,435B,435B,435B
2019-05-02 00:00,GBP,MPC Asset Purchase Facility Votes,Medium,0-0-9,0-0-9,0-0-9
2019-05-02 00:00,GBP,MPC Official Bank Rate Votes,High,0-0-9,0-0-9,0-0-9
2019-05-02 00:00,GBP,Monetary Policy Summary,High,,,
2019-05-02 00:00,GBP,Official Bank Rate,High,0.75%,0.75%,0.75%
2019-05-02 00:00,USD,Challenger Job Cuts y/y,Low,,0.4%,10.9%
2019-05-02 00:00,USD,Prelim Unit Labor Costs q/q,Low,2.4%,2.0%,-0.9%
2019-05-02 00:00,USD,Unemployment Claims,Low,220K,230K,230K
2019-05-02 02:00,EUR,German Retail Sales m/m,Low,-0.5%,0.5%,-0.2%
2019-05-02 02:30,CHF,Retail Sales y/y,Low,-0.4%,0.0%,-0.7%
2019-05-02 03:15,EUR,Spanish Manufacturing PMI,Low,51.2,50.9,51.8
2019-05-02 03:30,CHF,Manufacturing PMI,Low,51.0,50.3,48.5
2019-05-02 03:45,EUR,Italian Manufacturing PMI,Low,47.8,47.4,49.1
2019-05-02 03:50,EUR,French Final Manufacturing PMI,Low,49.6,49.6,50.0
2019-05-02 03:55,EUR,German Final Manufacturing PMI,Low,44.5,44.5,44.4
2019-05-02 04:00,EUR,Final Manufacturing PMI,Low,47.8,47.8,47.9
2019-05-02 04:30,GBP,Construction PMI,Low,50.4,49.7,50.5
2019-05-02 05:07,EUR,French 10-y Bond Auction,Low,,0.39|2.1,0.37|3.1
2019-05-02 07:00,GBP,BOE Monetary Policy Report,High,,,
2019-05-02 07:30,GBP,BOE Gov Carney Speaks,High,,,
2019-05-02 08:30,USD,Prelim Nonfarm Productivity q/q,Low,0.9%,1.9%,3.6%
2019-05-02 10:00,USD,Factory Orders m/m,Low,1.0%,-0.3%,1.9%
2019-05-02 10:30,USD,Natural Gas Storage,Low,107B,92B,123B
2019-05-02 18:30,AUD,AIG Services Index,Low,,44.8,46.5
2019-05-02 21:30,AUD,Building Approvals m/m,High,-12.5%,19.1%,-15.5%
2019-05-03 00:00,EUR,CPI Flash Estimate y/y,Medium,1.6%,1.4%,1.7%
2019-05-03 00:00,EUR,PPI m/m,Low,0.0%,0.1%,-0.1%
2019-05-03 00:00,USD,Goods Trade Balance,Low,-73.0B,-72.0B,-71.4B
2019-05-03 00:00,USD,Non-Farm Employment Change,High,181K,189K,263K
2019-05-03 00:00,USD,Prelim Wholesale Inventories m/m,Low,0.2%,0.2%,0.0%
2019-05-03 00:00,USD,Unemployment Rate,High,3.8%,3.8%,3.6%
2019-05-03 01:45,CHF,SECO Consumer Climate,Low,-3,-4,-6
2019-05-03 02:30,CHF,CPI m/m,Low,0.2%,0.5%,0.2%
2019-05-03 04:30,GBP,Final Services PMI,Medium,50.4,48.9,50.4
2019-05-03 05:00,EUR,Core CPI Flash Estimate y/y,Medium,1.0%,0.8%,1.2%
2019-05-03 08:30,USD,Average Hourly Earnings m/m,High,0.3%,0.2%,0.2%
2019-05-03 09:45,USD,Final Services PMI,Low,52.9,52.9,53.0
2019-05-03 10:00,USD,ISM Services PMI,High,57.2,56.1,55.5
2019-05-03 10:15,USD,FOMC Member Evans Speaks,Medium,,,
2019-05-03 11:30,USD,FOMC Member Clarida Speaks,Medium,,,
2019-05-03 13:45,USD,FOMC Member Williams Speaks,Medium,,,
2019-05-03 15:00,USD,FOMC Member Bowman Speaks,Medium,,,
2019-05-03 19:45,USD,FOMC Member Bullard Speaks,Medium,,,
2019-05-05 21:00,AUD,MI Inflation Gauge m/m,Low,,0.4%,0.2%
2019-05-05 21:30,AUD,ANZ Job Advertisements m/m,Low,,-1.7%,-0.1%
2019-05-05 21:45,CNY,Caixin Services PMI,High,54.3,54.4,54.5
2019-05-06 00:00,NZD,ANZ Commodity Prices m/m,Low,,4.1%,2.5%
2019-05-06 03:00,EUR,Spanish Unemployment Change,Low,-85.0K,-34.0K,-91.5K
2019-05-06 03:15,EUR,Spanish Services PMI,Low,54.9,56.8,53.1
2019-05-06 03:45,EUR,Italian Services PMI,Low,54.4,53.1,50.4
2019-05-06 03:50,EUR,French Final Services PMI,Low,50.5,50.5,50.5
2019-05-06 03:55,EUR,German Final Services PMI,Low,55.6,55.6,55.7
2019-05-06 04:00,EUR,Final Services PMI,Low,52.5,52.5,52.8
2019-05-06 04:30,EUR,Sentix Investor Confidence,Low,1.1,-0.3,5.3
2019-05-06 05:00,EUR,Retail Sales m/m,Low,-0.1%,0.5%,0.0%
2019-05-06 13:45,CAD,BOC Gov Poloz Speaks,High,,,
2019-05-06 14:00,USD,Loan Officer Survey,Low,,,
2019-05-06 18:30,AUD,AIG Construction Index,Low,,45.6,42.6
2019-05-06 20:30,JPY,Final Manufacturing PMI,Low,49.5,49.5,50.2
2019-05-06 21:30,AUD,Retail Sales m/m,High,0.2%,0.9%,0.3%
2019-05-06 23:00,NZD,Inflation Expectations q/q,High,,2.02%,2.01%
2019-05-07 00:00,AUD,Goods Trade Balance,Medium,4.49B,5.14B,4.95B
2019-05-07 00:00,AUD,RBA Rate Statement,High,,,
2019-05-07 00:00,USD,JOLTS Job Openings,Low,7.35M,7.14M,7.49M
2019-05-07 00:30,AUD,Cash Rate,High,1.25%,1.50%,1.50%
2019-05-07 02:00,EUR,German Factory Orders m/m,Low,1.6%,-4.0%,0.6%
2019-05-07 02:45,EUR,French Trade Balance,Low,-4.5B,-4.1B,-5.3B
2019-05-07 03:00,CHF,Foreign Currency Reserves,Low,,756B,772B
2019-05-07 04:00,GBP,MPC Member Cunliffe Speaks,Medium,,,
2019-05-07 07:50,EUR,EU Economic Forecasts,Medium,,,
