datetime,currency,title,impact,forecast,previous,actual
2016-03-01 00:00,AUD,Current Account,Medium,-19.8B,-18.8B,-21.1B
2016-03-01 00:00,AUD,RBA Rate Statement,High,,,
2016-03-01 00:00,CNY,Non-Manufacturing PMI,Medium,,53.5,52.7
2016-03-01 00:00,EUR,German Final Manufacturing PMI,Low,50.2,50.2,50.5
2016-03-01 00:00,EUR,Italian Monthly Unemployment Rate,Low,11.3%,11.6%,11.5%
2016-03-01 00:00,EUR,Spanish Manufacturing PMI,Medium,54.3,55.4,54.1
2016-03-01 00:00,JPY,Unemployment Rate,Low,3.3%,3.3%,3.2%
2016-03-01 00:00,USD,Construction Spending m/m,Low,0.5%,0.6%,1.5%
2016-03-01 00:00,USD,ISM Manufacturing Prices,Low,35.5,33.5,38.5
2016-03-01 00:00,USD,RCM/TIPP Economic Optimism,Low,46.9,47.8,46.8
2016-03-01 00:30,AUD,Commodity Prices y/y,Low,,-24.8%,-21.6%
2016-03-01 03:15,CHF,Retail Sales y/y,Low,-1.2%,-1.7%,0.2%
2016-03-01 03:30,CHF,Manufacturing PMI,Low,49.6,50.0,51.6
2016-03-01 03:45,EUR,Italian Manufacturing PMI,Low,52.2,53.2,52.2
2016-03-01 03:50,EUR,French Final Manufacturing PMI,Low,50.3,50.3,50.2
2016-03-01 03:55,EUR,German Unemployment Change,Medium,-10K,-19K,-10K
2016-03-01 04:00,EUR,Final Manufacturing PMI,Low,51.0,51.0,51.2
2016-03-01 04:30,GBP,Final Manufacturing PMI,High,52.3,52.9,50.8
2016-03-01 05:00,EUR,Unemployment Rate,Medium,10.4%,10.4%,10.3%
2016-03-01 08:30,CAD,GDP m/m,High,0.1%,0.3%,0.2%
2016-03-01 09:26,NZD,GDT Price Index,High,,-2.8%,1.4%
2016-03-01 09:30,CAD,Manufacturing PMI,Low,,49.3,49.4
2016-03-01 09:45,USD,Final Manufacturing PMI,Low,51.0,51.0,51.3
2016-03-01 10:00,USD,ISM Manufacturing PMI,High,48.5,48.2,49.5
2016-03-01 15:29,USD,Total Vehicle Sales,Low,17.6M,17.6M,17.5M
2016-03-01 15:29,USD,Wards Total Vehicle Sales,Low,17.7M,17.5M,17.4M
2016-03-01 18:50,JPY,Monetary Base y/y,Low,27.9%,28.9%,29.0%
2016-03-01 19:00,AUD,HIA New Home Sales m/m,Low,,6.0%,3.1%
2016-03-01 19:01,GBP,BRC Shop Price Index y/y,Low,,-1.8%,-2.0%
2016-03-01 19:30,AUD,GDP q/q,High,0.5%,1.1%,0.6%
2016-03-02 00:00,GBP,MPC Member Broadbent Speaks,Medium,,,
2016-03-02 01:45,CHF,GDP q/q,Low,0.2%,-0.1%,0.4%
2016-03-02 03:00,EUR,Spanish Unemployment Change,Medium,0.2K,57.2K,2.2K
2016-03-02 04:30,GBP,Construction PMI,High,55.5,55.0,54.2
2016-03-02 05:00,EUR,PPI m/m,Low,-0.9%,-0.8%,-1.0%
2016-03-02 08:15,USD,ADP Non-Farm Employment Change,High,185K,193K,214K
2016-03-02 09:00,GBP,MPC Member Cunliffe Speaks,Medium,,,
2016-03-02 10:30,USD,Crude Oil Inventories,High,2.5M,3.5M,10.4M
2016-03-02 14:00,USD,Beige Book,Low,,,
2016-03-02 17:15,AUD,AIG Services Index,Low,,48.4,51.8
2016-03-02 19:00,NZD,ANZ Commodity Prices m/m,Low,,-2.3%,0.4%
2016-03-02 19:30,AUD,Goods Trade Balance,High,-3.22B,-3.52B,-2.94B
2016-03-02 20:45,CNY,Caixin Services PMI,Medium,52.6,52.4,51.2
2016-03-03 00:00,USD,Factory Orders m/m,Medium,2.1%,-2.9%,1.6%
2016-03-03 00:00,USD,Revised Nonfarm Productivity q/q,Medium,-3.2%,-3.0%,-2.2%
2016-03-03 00:00,USD,Revised Unit Labor Costs q/q,Low,4.8%,4.5%,3.3%
2016-03-03 02:00,GBP,Nationwide HPI m/m,Low,0.4%,0.3%,0.3%
2016-03-03 03:15,EUR,Spanish Services PMI,Low,53.9,54.6,54.1
2016-03-03 03:30,GBP,Halifax HPI m/m,Medium,0.1%,1.7%,-1.4%
2016-03-03 03:45,EUR,Italian Services PMI,Low,52.7,53.6,53.8
2016-03-03 03:50,EUR,French Final Services PMI,Low,49.8,49.8,49.2
2016-03-03 03:55,EUR,German Final Services PMI,Low,55.1,55.1,55.3
2016-03-03 04:00,EUR,Final Services PMI,Low,53.0,53.0,53.3
2016-03-03 04:30,GBP,Final Services PMI,High,55.1,55.6,52.7
2016-03-03 04:58,EUR,French 10-y Bond Auction,Low,,0.67|4.1,0.63|1.6
2016-03-03 05:00,EUR,Retail Sales m/m,Low,0.1%,0.6%,0.4%
2016-03-03 07:30,USD,Challenger Job Cuts y/y,Low,,41.6%,21.8%
2016-03-03 08:30,USD,Unemployment Claims,High,271K,272K,278K
2016-03-03 09:45,USD,Final Services PMI,Low,49.8,49.8,49.7
2016-03-03 10:00,USD,ISM Services PMI,High,53.2,53.5,53.4
2016-03-03 10:30,USD,Natural Gas Storage,Low,-49B,-117B,-48B
