datetime,currency,title,impact,forecast,previous,actual
2024-06-02 15:29,All,OPEC Meetings,Medium,,,
2024-06-02 15:29,All,OPEC-JMMC Meetings,Medium,,,
2024-06-02 18:50,JPY,Capital Spending q/y,Low,12.2%,16.4%,6.8%
2024-06-02 19:30,JPY,Final Manufacturing PMI,Low,50.5,50.5,50.4
2024-06-02 20:00,AUD,MI Inflation Gauge m/m,Low,,0.1%,0.3%
2024-06-02 20:45,CNY,Caixin Manufacturing PMI,Low,51.6,51.4,51.7
2024-06-03 00:00,USD,Construction Spending m/m,Low,0.2%,-0.2%,-0.1%
2024-06-03 00:00,USD,ISM Manufacturing Prices,Medium,60.0,60.9,57.0
2024-06-03 01:30,AUD,Commodity Prices y/y,Low,,-12.1%,-4.2%
2024-06-03 02:15,EUR,Spanish Manufacturing PMI,Low,52.5,52.2,54.0
2024-06-03 02:30,CHF,Manufacturing PMI,Low,45.4,41.4,46.4
2024-06-03 02:45,EUR,Italian Manufacturing PMI,Low,47.9,47.3,45.6
2024-06-03 02:50,EUR,French Final Manufacturing PMI,Low,46.7,46.7,46.4
2024-06-03 02:55,EUR,German Final Manufacturing PMI,Low,45.4,45.4,45.4
2024-06-03 03:00,EUR,Final Manufacturing PMI,Low,47.4,47.4,47.3
2024-06-03 03:30,GBP,Final Manufacturing PMI,Low,51.3,51.3,51.2
2024-06-03 08:30,CAD,Manufacturing PMI,Low,,49.4,49.3
2024-06-03 08:45,USD,Final Manufacturing PMI,High,50.9,50.9,51.3
2024-06-03 09:00,USD,ISM Manufacturing PMI,High,49.8,49.2,48.7
2024-06-03 15:29,USD,Wards Total Vehicle Sales,Low,15.8M,15.7M,15.9M
2024-06-03 18:01,GBP,BRC Retail Sales Monitor y/y,Low,1.2%,-4.4%,0.4%
2024-06-03 18:50,JPY,Monetary Base y/y,Low,2.2%,2.1%,0.9%
2024-06-03 20:30,AUD,Company Operating Profits q/q,Low,-0.9%,7.1%,-2.5%
2024-06-03 22:35,JPY,10-y Bond Auction,Low,,0.86|3.2,1.05|3.7
2024-06-04 00:00,AUD,Current Account,Low,5.6B,2.7B,-4.9B
2024-06-04 00:00,USD,Factory Orders m/m,Low,0.7%,0.8%,0.7%
