datetime,currency,title,impact,forecast,previous,actual
2018-01-01 17:30,AUD,AIG Manufacturing Index,Low,,57.3,56.2
2018-01-01 20:45,CNY,Caixin Manufacturing PMI,Medium,50.7,50.8,51.5
2018-01-02 00:30,AUD,Commodity Prices y/y,Low,,-4.0%,-5.9%
2018-01-02 03:15,EUR,Spanish Manufacturing PMI,Low,56.4,56.1,55.8
2018-01-02 03:45,EUR,Italian Manufacturing PMI,Low,58.6,58.3,57.4
2018-01-02 03:50,EUR,French Final Manufacturing PMI,Low,59.3,59.3,58.8
2018-01-02 03:55,EUR,German Final Manufacturing PMI,Low,63.3,63.3,63.3
2018-01-02 04:00,EUR,Final Manufacturing PMI,Low,60.6,60.6,60.6
2018-01-02 04:30,GBP,Final Manufacturing PMI,High,58.0,58.2,56.3
2018-01-02 04:36,GBP,Housing Equity Withdrawal q/q,Low,-6.2B,-5.8B,-5.9B
2018-01-02 09:25,NZD,GDT Price Index,Medium,,-3.9%,2.2%
2018-01-02 09:30,CAD,Manufacturing PMI,Low,,54.4,54.7
2018-01-02 09:45,USD,Final Manufacturing PMI,Low,55.0,55.0,55.1
2018-01-03 00:00,USD,Construction Spending m/m,Low,0.6%,0.9%,0.8%
2018-01-03 00:00,USD,ISM Manufacturing Prices,Low,64.8,65.5,69.0
2018-01-03 03:00,EUR,Spanish Unemployment Change,Medium,-58.7K,7.3K,-61.5K
2018-01-03 03:30,CHF,Manufacturing PMI,Low,64.6,65.1,65.2
2018-01-03 03:55,EUR,German Unemployment Change,Low,-13K,-20K,-29K
2018-01-03 04:30,GBP,Construction PMI,High,52.8,53.1,52.2
2018-01-03 10:00,USD,ISM Manufacturing PMI,High,58.1,58.2,59.7
2018-01-03 14:00,USD,FOMC Meeting Minutes,High,,,
2018-01-03 15:29,USD,Total Vehicle Sales,Low,17.5M,17.5M,17.9M
2018-01-03 15:29,USD,Wards Total Vehicle Sales,Low,17.5M,17.4M,17.8M
2018-01-03 17:30,AUD,AIG Services Index,Low,,51.7,52.0
2018-01-03 19:30,JPY,Final Manufacturing PMI,Low,54.2,54.2,54.0
2018-01-03 20:45,CNY,Caixin Services PMI,Medium,51.8,51.9,53.9
2018-01-04 00:00,CAD,IPPI m/m,Low,0.8%,1.1%,1.4%
2018-01-04 00:00,GBP,M4 Money Supply m/m,Low,0.4%,0.6%,0.1%
2018-01-04 00:00,GBP,Mortgage Approvals,Low,64K,65K,65K
2018-01-04 00:00,GBP,Net Lending to Individuals m/m,Medium,4.9B,4.7B,4.9B
2018-01-04 00:00,USD,Unemployment Claims,High,241K,247K,250K
2018-01-04 01:57,GBP,Nationwide HPI m/m,Low,0.1%,0.1%,0.6%
2018-01-04 03:15,EUR,Spanish Services PMI,Low,54.7,54.4,54.6
2018-01-04 03:45,EUR,Italian Services PMI,Low,54.7,54.7,55.4
2018-01-04 03:50,EUR,French Final Services PMI,Low,59.4,59.4,59.1
2018-01-04 03:55,EUR,German Final Services PMI,Low,55.8,55.8,55.8
2018-01-04 04:00,EUR,Final Services PMI,Low,56.5,56.5,56.6
2018-01-04 04:30,GBP,Final Services PMI,High,54.1,53.8,54.2
2018-01-04 04:51,EUR,Spanish 10-y Bond Auction,Low,,1.49|2.0,1.53|1.8
2018-01-04 05:01,EUR,French 10-y Bond Auction,Low,,0.36|1.9,0.79|1.4
2018-01-04 07:30,USD,Challenger Job Cuts y/y,Low,,30.1%,-3.6%
2018-01-04 08:15,USD,ADP Non-Farm Employment Change,High,191K,185K,250K
2018-01-04 08:30,CAD,RMPI m/m,Medium,4.0%,3.8%,5.5%
2018-01-04 09:45,USD,Final Services PMI,Low,52.4,52.4,53.7
2018-01-04 10:30,USD,Natural Gas Storage,Low,-221B,-112B,-206B
2018-01-04 11:00,USD,Crude Oil Inventories,High,-5.2M,-4.6M,-7.4M
2018-01-04 18:50,JPY,Monetary Base y/y,Low,13.1%,13.2%,11.2%
2018-01-04 19:01,GBP,BRC Shop Price Index y/y,Low,,-0.1%,-0.6%
2018-01-04 19:30,AUD,Goods Trade Balance,High,0.55B,-0.30B,-0.63B
2018-01-05 00:00,CAD,Trade Balance,High,-1.2B,-1.6B,-2.5B
2018-01-05 00:00,CAD,Unemployment Rate,High,6.0%,5.9%,5.7%
2018-01-05 00:00,EUR,Core CPI Flash Estimate y/y,Medium,1.0%,0.9%,0.9%
2018-01-05 00:00,EUR,Italian Prelim CPI m/m,Low,0.2%,-0.2%,0.4%
2018-01-05 00:00,EUR,PPI m/m,Low,0.3%,0.4%,0.6%
2018-01-05 00:00,USD,Average Hourly Earnings m/m,High,0.3%,0.1%,0.3%
2018-01-05 00:00,USD,Factory Orders m/m,Low,1.1%,0.4%,1.3%
2018-01-05 00:00,USD,ISM Services PMI,High,57.6,57.4,55.9
2018-01-05 00:00,USD,Non-Farm Employment Change,High,190K,252K,148K
