datetime,currency,title,impact,forecast,previous,actual
2014-06-01 19:30,AUD,AIG Manufacturing Index,Low,,44.8,49.2
2014-06-01 19:50,JPY,Capital Spending q/y,Medium,5.7%,4.0%,7.4%
2014-06-01 20:30,AUD,MI Inflation Gauge m/m,Low,,0.4%,0.3%
2014-06-01 21:30,AUD,Building Approvals m/m,High,2.1%,-4.8%,-5.6%
2014-06-01 21:35,JPY,Final Manufacturing PMI,Low,49.9,49.9,49.9
2014-06-02 00:00,AUD,Company Operating Profits q/q,Medium,2.6%,2.5%,3.1%
2014-06-02 00:00,GBP,M4 Money Supply m/m,Low,0.3%,-2.3%,-0.2%
2014-06-02 00:00,GBP,Mortgage Approvals,Low,64K,67K,63K
2014-06-02 00:00,GBP,Net Lending to Individuals m/m,Medium,2.7B,2.8B,2.4B
2014-06-02 00:00,USD,Construction Spending m/m,Low,0.8%,0.6%,0.2%
2014-06-02 00:00,USD,ISM Manufacturing Prices,Low,56.8,56.5,60.0
2014-06-02 02:30,AUD,Commodity Prices y/y,Low,,-14.1%,-12.8%
2014-06-02 03:15,EUR,Spanish Manufacturing PMI,Medium,52.6,52.7,52.9
2014-06-02 03:30,CHF,Manufacturing PMI,Medium,55.7,55.8,52.5
2014-06-02 03:45,EUR,Italian Manufacturing PMI,Medium,54.3,54.0,53.2
2014-06-02 03:50,EUR,French Final Manufacturing PMI,Low,49.3,49.3,49.6
2014-06-02 03:55,EUR,German Final Manufacturing PMI,Low,52.9,52.9,52.3
2014-06-02 04:00,EUR,Final Manufacturing PMI,Low,52.5,52.5,52.2
2014-06-02 04:30,GBP,Final Manufacturing PMI,High,57.1,57.3,57.0
2014-06-02 08:40,USD,Treasury Sec Lew Speaks,Medium,,,
2014-06-02 09:30,CAD,Manufacturing PMI,Low,,52.9,52.2
2014-06-02 09:45,USD,Final Manufacturing PMI,Low,56.2,56.2,56.4
2014-06-02 10:00,USD,ISM Manufacturing PMI,High,55.7,54.9,55.4
2014-06-02 15:29,EUR,German Prelim CPI m/m,High,0.1%,-0.2%,-0.1%
2014-06-02 18:45,NZD,Overseas Trade Index q/q,Medium,1.9%,2.5%,1.8%
2014-06-02 19:50,JPY,Monetary Base y/y,Low,51.2%,48.5%,45.6%
2014-06-02 21:00,CNY,Non-Manufacturing PMI,High,,54.8,55.5
2014-06-02 21:30,AUD,Retail Sales m/m,High,0.3%,0.1%,0.2%
2014-06-02 21:45,CNY,Caixin Manufacturing PMI,High,49.7,49.7,49.4
2014-06-02 23:45,JPY,10-y Bond Auction,Low,,0.60|3.5,0.61|3.7
2014-06-03 00:00,AUD,Current Account,Medium,-7.1B,-11.7B,-5.7B
2014-06-03 00:00,AUD,RBA Rate Statement,High,,,
2014-06-03 00:00,EUR,Core CPI Flash Estimate y/y,Medium,0.9%,1.0%,0.7%
2014-06-03 00:00,EUR,Italian Quarterly Unemployment Rate,Low,12.7%,12.5%,12.7%
2014-06-03 00:00,EUR,Unemployment Rate,Medium,11.8%,11.8%,11.7%
2014-06-03 00:00,JPY,Average Cash Earnings y/y,Medium,0.6%,0.7%,0.9%
2014-06-03 00:00,USD,RCM/TIPP Economic Optimism,Low,46.5,45.8,47.7
2014-06-03 00:30,AUD,Cash Rate,High,2.50%,2.50%,2.50%
2014-06-03 02:00,GBP,Nationwide HPI m/m,Medium,0.7%,1.2%,0.7%
2014-06-03 03:00,EUR,Spanish Unemployment Change,Medium,-112.3K,-111.6K,-111.9K
2014-06-03 04:00,EUR,Italian Monthly Unemployment Rate,Low,12.7%,12.6%,12.6%
2014-06-03 04:30,GBP,Construction PMI,High,61.2,60.8,60.0
2014-06-03 05:00,EUR,CPI Flash Estimate y/y,High,0.7%,0.7%,0.5%
2014-06-03 10:00,USD,Factory Orders m/m,Medium,0.6%,1.5%,0.7%
2014-06-03 10:39,NZD,GDT Price Index,Medium,,-1.8%,-4.2%
2014-06-03 15:29,USD,Total Vehicle Sales,Low,16.0M,16.0M,16.8M
2014-06-03 19:01,GBP,BRC Shop Price Index y/y,Low,,-1.4%,-1.4%
2014-06-03 19:30,AUD,AIG Services Index,Low,,48.6,49.9
2014-06-03 21:00,NZD,ANZ Commodity Prices m/m,Low,,-3.7%,-2.2%
2014-06-03 21:30,AUD,GDP q/q,High,0.9%,0.8%,1.1%
2014-06-04 00:00,CAD,Overnight Rate,High,1.00%,1.00%,1.00%
2014-06-04 00:00,EUR,Revised GDP q/q,Low,0.2%,0.2%,0.2%
2014-06-04 00:00,USD,ISM Services PMI,High,55.6,55.2,56.3
2014-06-04 00:00,USD,Revised Nonfarm Productivity q/q,Medium,-2.2%,-1.7%,-3.2%
2014-06-04 00:00,USD,Revised Unit Labor Costs q/q,Low,4.8%,4.2%,5.7%
2014-06-04 00:00,USD,Trade Balance,High,-40.8B,-44.2B,-47.2B
2014-06-04 03:15,EUR,Spanish Services PMI,Medium,56.1,56.5,55.7
2014-06-04 03:45,EUR,Italian Services PMI,Medium,51.4,51.1,51.6
2014-06-04 03:50,EUR,French Final Services PMI,Low,49.2,49.2,49.1
2014-06-04 03:55,EUR,German Final Services PMI,Low,56.4,56.4,56.0
2014-06-04 04:00,EUR,Final Services PMI,Low,53.5,53.5,53.2
2014-06-04 04:30,GBP,Final Services PMI,High,58.3,58.7,58.6
2014-06-04 05:00,EUR,PPI m/m,Low,-0.1%,-0.2%,-0.1%
2014-06-04 08:15,USD,ADP Non-Farm Employment Change,High,217K,215K,179K
2014-06-04 08:30,CAD,Trade Balance,High,-0.2B,0.8B,-0.6B
2014-06-04 09:45,USD,Final Services PMI,Low,58.4,58.4,58.1
2014-06-04 10:00,CAD,BOC Rate Statement,High,,,
2014-06-04 10:30,USD,Crude Oil Inventories,Medium,-0.2M,1.7M,-3.4M
2014-06-04 14:00,USD,Beige Book,Medium,,,
2014-06-04 15:29,All,G7 Meetings,High,,,
2014-06-04 21:30,AUD,Goods Trade Balance,High,0.40B,0.90B,-0.12B
2014-06-04 21:45,CNY,Caixin Services PMI,Medium,,51.4,50.7
2014-06-04 23:45,JPY,30-y Bond Auction,Low,,1.71|4.6,1.71|3.0
2014-06-05 00:00,EUR,ECB Press Conference,High,,,
2014-06-05 00:00,GBP,Official Bank Rate,High,0.50%,0.50%,0.50%
2014-06-05 00:00,USD,Unemployment Claims,High,309K,304K,312K
2014-06-05 02:00,EUR,German Factory Orders m/m,Medium,1.3%,-2.8%,3.1%
2014-06-05 03:00,GBP,Halifax HPI m/m,Medium,0.7%,-0.3%,3.9%
2014-06-05 04:10,EUR,Retail PMI,Low,,51.2,49.9
2014-06-05 04:58,EUR,French 10-y Bond Auction,Low,,2.00|2.2,1.96|1.7
2014-06-05 05:00,EUR,Retail Sales m/m,Medium,0.1%,0.1%,0.4%
2014-06-05 07:00,GBP,Asset Purchase Facility,High,375B,375B,375B
2014-06-05 07:30,USD,Challenger Job Cuts y/y,Low,,5.7%,45.5%
2014-06-05 07:45,EUR,Main Refinancing Rate,High,0.10%,0.25%,0.15%
2014-06-05 08:30,CAD,Building Permits m/m,High,4.1%,-3.2%,1.1%
2014-06-05 10:00,CAD,Ivey PMI,High,56.3,54.1,48.2
2014-06-05 10:30,USD,Natural Gas Storage,Low,116B,114B,119B
2014-06-05 13:30,USD,FOMC Member Kocherlakota Speaks,Medium,,,
2014-06-05 15:29,All,G7 Meetings,High,,,
2014-06-05 19:30,AUD,AIG Construction Index,Low,,45.9,46.7
2014-06-06 00:00,CAD,Labor Productivity q/q,Medium,0.7%,1.0%,-0.1%
2014-06-06 00:00,CAD,Unemployment Rate,High,6.9%,6.9%,7.0%
2014-06-06 00:00,EUR,French Trade Balance,Low,-5.0B,-4.9B,-3.9B
2014-06-06 00:00,EUR,German Industrial Production m/m,Low,0.4%,-0.6%,0.2%
2014-06-06 00:00,GBP,Goods Trade Balance,Medium,-8.7B,-8.3B,-8.9B
2014-06-06 00:00,USD,Average Hourly Earnings m/m,Medium,0.2%,0.0%,0.2%
2014-06-06 00:00,USD,Non-Farm Employment Change,High,214K,282K,217K
2014-06-06 00:00,USD,Unemployment Rate,High,6.4%,6.3%,6.3%
2014-06-06 01:00,JPY,Leading Indicators,Low,106.2%,107.1%,106.6%
2014-06-06 02:00,EUR,German Trade Balance,Medium,15.1B,15.0B,17.7B
2014-06-06 02:45,EUR,French Gov Budget Balance,Low,,-28.0B,-64.2B
2014-06-06 03:00,CHF,Foreign Currency Reserves,Medium,,439B,444B
2014-06-06 03:15,CHF,CPI m/m,Medium,0.2%,0.1%,0.3%
2014-06-06 04:30,GBP,Consumer Inflation Expectations,Medium,,2.8%,2.6%
2014-06-06 08:30,CAD,Employment Change,High,24.5K,-28.9K,25.8K
2014-06-06 15:00,USD,Consumer Credit m/m,Low,15.3B,19.5B,26.8B
2014-06-07 10:45,JPY,BOJ Gov Kuroda Speaks,High,,,
2014-06-07 22:28,CNY,USD-Denominated Trade Balance,High,22.6B,18.5B,35.9B
2014-06-08 19:50,JPY,Current Account,Medium,0.23T,-0.78T,0.13T
2014-06-08 20:00,NZD,RBNZ Assist Gov McDermott Speaks,Low,,,
2014-06-09 00:00,JPY,Bank Lending y/y,Low,,2.1%,2.3%
2014-06-09 00:00,JPY,Final GDP Price Index y/y,Low,0.0%,0.0%,-0.1%
2014-06-09 00:00,JPY,Final GDP q/q,Medium,1.4%,1.5%,1.6%
2014-06-09 01:00,JPY,Consumer Confidence,Low,37.7,37.0,39.3
2014-06-09 02:00,JPY,Economy Watchers Sentiment,Low,45.2,41.6,45.1
2014-06-09 04:30,EUR,Sentix Investor Confidence,Low,13.5,12.8,8.5
2014-06-09 08:13,CAD,Housing Starts,Medium,185K,197K,198K
2014-06-09 12:00,AUD,RBA Gov Stevens Speaks,High,,,
2014-06-09 18:45,NZD,Manufacturing Sales q/q,Low,,6.0%,0.6%
2014-06-09 19:01,GBP,BRC Retail Sales Monitor y/y,Medium,,4.2%,0.5%
2014-06-09 19:50,JPY,Tertiary Industry Activity m/m,Medium,-3.3%,2.4%,-5.4%
2014-06-09 21:30,AUD,NAB Business Confidence,High,,7,7
2014-06-10 00:00,AUD,ANZ Job Advertisements m/m,Medium,,1.9%,-5.6%
2014-06-10 00:00,AUD,Home Loans m/m,Medium,0.3%,-0.8%,0.0%
2014-06-10 00:00,CNY,CPI y/y,High,2.4%,1.8%,2.5%
2014-06-10 00:00,CNY,PPI y/y,Medium,-1.5%,-2.0%,-1.4%
2014-06-10 00:00,GBP,Industrial Production m/m,Low,0.4%,0.1%,0.4%
2014-06-10 00:00,JPY,M2 Money Stock y/y,Low,3.2%,3.5%,3.3%
2014-06-10 00:00,USD,Final Wholesale Inventories m/m,Low,0.6%,1.1%,1.1%
2014-06-10 00:00,USD,JOLTS Job Openings,Medium,4.04M,4.17M,4.46M
2014-06-10 01:45,CHF,Unemployment Rate,Low,3.2%,3.2%,3.2%
2014-06-10 01:59,JPY,Prelim Machine Tool Orders y/y,Low,,48.7%,24.1%
2014-06-10 02:45,EUR,French Industrial Production m/m,Medium,0.3%,-0.4%,0.3%
2014-06-10 03:15,CHF,Retail Sales y/y,Medium,2.2%,3.4%,0.4%
2014-06-10 04:00,EUR,Italian Industrial Production m/m,Low,0.4%,-0.4%,0.7%
2014-06-10 04:30,GBP,Manufacturing Production m/m,High,0.4%,0.5%,0.4%
2014-06-10 05:36,GBP,10-y Bond Auction,Low,,2.82|1.7,2.82|2.0
2014-06-10 07:30,USD,NFIB Small Business Index,Low,96.1,95.2,96.6
2014-06-10 10:00,GBP,NIESR GDP Estimate,Medium,,1.1%,0.9%
2014-06-10 19:50,JPY,BSI Manufacturing Index,Medium,14.1,12.5,-13.9
2014-06-10 20:30,AUD,Westpac Consumer Sentiment,High,,-6.8%,0.2%
2014-06-11 00:00,GBP,Average Earnings Index 3m/y,Medium,1.2%,1.9%,0.7%
2014-06-11 00:00,GBP,Unemployment Rate,High,6.7%,6.8%,6.6%
2014-06-11 00:00,JPY,PPI y/y,Low,4.1%,4.2%,4.4%
2014-06-11 04:30,GBP,Claimant Count Change,High,-25.0K,-28.4K,-27.4K
2014-06-11 09:45,GBP,MPC Member Broadbent Speaks,Medium,,,
2014-06-11 10:30,USD,Crude Oil Inventories,Medium,-1.3M,-3.4M,-2.6M
2014-06-11 13:01,USD,10-y Bond Auction,Medium,,2.61|2.6,2.65|2.9
2014-06-11 14:00,USD,Federal Budget Balance,Medium,-132.8B,106.9B,-130.0B
2014-06-11 15:29,All,OPEC Meetings,Low,,,
2014-06-11 17:00,NZD,Official Cash Rate,High,3.25%,3.00%,3.25%
2014-06-11 19:01,GBP,RICS House Price Balance,Low,52%,55%,57%
2014-06-11 19:50,JPY,Core Machinery Orders m/m,Medium,-11.5%,19.1%,-9.1%
2014-06-11 20:59,AUD,MI Inflation Expectations,Medium,,4.4%,4.0%
2014-06-11 21:30,AUD,Employment Change,High,10.3K,10.3K,-4.8K
2014-06-12 00:00,AUD,Unemployment Rate,High,5.9%,5.8%,5.8%
2014-06-12 00:00,CAD,Capacity Utilization Rate,Low,82.6%,82.2%,82.5%
2014-06-12 00:00,CNY,M2 Money Supply y/y,Low,13.1%,13.2%,13.4%
2014-06-12 00:00,GBP,Chancellor Osborne Speaks,Low,,,
2014-06-12 00:00,NZD,RBNZ Monetary Policy Statement,High,,,
2014-06-12 00:00,NZD,RBNZ Press Conference,High,,,
2014-06-12 00:00,NZD,RBNZ Rate Statement,High,,,
2014-06-12 00:00,USD,Core Retail Sales m/m,High,0.4%,0.4%,0.1%
2014-06-12 00:00,USD,Import Prices m/m,Medium,0.2%,-0.5%,0.1%
2014-06-12 00:00,USD,Natural Gas Storage,Low,111B,119B,107B
2014-06-12 00:00,USD,Retail Sales m/m,High,0.5%,0.5%,0.3%
2014-06-12 00:00,USD,Unemployment Claims,High,306K,313K,317K
2014-06-12 02:00,EUR,German WPI m/m,Low,0.3%,0.2%,-0.1%
2014-06-12 02:45,EUR,French Final CPI m/m,Low,0.1%,0.0%,0.0%
2014-06-12 04:00,EUR,ECB Monthly Bulletin,Medium,,,
2014-06-12 04:01,CNY,New Loans,Medium,750B,775B,871B
2014-06-12 05:00,EUR,Industrial Production m/m,Medium,0.5%,-0.4%,0.8%
2014-06-12 08:30,CAD,NHPI m/m,Medium,0.3%,0.2%,0.2%
2014-06-12 10:00,USD,Business Inventories m/m,Medium,0.4%,0.4%,0.6%
2014-06-12 10:30,CAD,BOC Financial System Review,Low,,,
2014-06-12 11:15,CAD,BOC Gov Poloz Speaks,High,,,
2014-06-12 13:01,USD,30-y Bond Auction,Low,,3.44|2.1,3.44|2.7
2014-06-12 14:00,EUR,German Buba President Weidmann Speaks,Medium,,,
2014-06-12 16:00,GBP,BOE Gov Carney Speaks,High,,,
2014-06-12 18:30,NZD,BusinessNZ Manufacturing Index,Medium,,54.4,52.7
2014-06-12 18:45,NZD,FPI m/m,Low,,0.6%,0.6%
2014-06-12 22:41,JPY,Monetary Policy Statement,High,,,
2014-06-13 00:00,CNY,Fixed Asset Investment ytd/y,Medium,17.1%,17.3%,17.2%
