datetime,currency,title,impact,forecast,previous,actual
2010-11-01 00:00,USD,Construction Spending m/m,Low,-0.5%,-0.2%,0.5%
2010-11-01 00:00,USD,ISM Manufacturing Prices,Low,70.7,70.5,71.0
2010-11-01 00:00,USD,Personal Income m/m,Low,0.3%,0.4%,-0.1%
2010-11-01 00:00,USD,Personal Spending m/m,Medium,0.4%,0.5%,0.2%
2010-11-01 01:30,AUD,Commodity Prices y/y,Medium,,48.8%,46.0%
2010-11-01 04:30,CHF,Manufacturing PMI,Medium,59.5,59.7,59.2
2010-11-01 05:30,GBP,Final Manufacturing PMI,High,53.2,53.4,54.9
2010-11-01 08:30,USD,Core PCE Price Index m/m,Medium,0.1%,0.1%,0.0%
2010-11-01 10:00,USD,ISM Manufacturing PMI,High,54.2,54.4,56.9
2010-11-01 17:45,NZD,Labor Cost Index q/q,High,0.5%,0.4%,0.6%
2010-11-01 19:50,JPY,Monetary Policy Meeting Minutes,Medium,,,
2010-11-01 23:30,AUD,Cash Rate,High,4.50%,4.50%,4.75%
2010-11-01 23:45,JPY,10-y Bond Auction,Low,,0.84|2.8,0.97|3.9
2010-11-02 00:00,AUD,RBA Rate Statement,High,,,
2010-11-02 00:00,JPY,Monetary Base y/y,Low,5.6%,5.8%,6.4%
2010-11-02 04:15,EUR,Spanish Manufacturing PMI,Medium,,49.6,51.2
2010-11-02 04:45,EUR,Italian Manufacturing PMI,Medium,52.9,52.6,53.0
2010-11-02 04:50,EUR,French Final Manufacturing PMI,Low,55.2,55.2,55.2
2010-11-02 04:55,EUR,German Final Manufacturing PMI,Low,56.1,56.1,56.6
2010-11-02 05:00,EUR,Final Manufacturing PMI,Low,54.1,54.1,54.6
2010-11-02 05:30,GBP,Construction PMI,Medium,53.1,53.8,51.6
2010-11-02 09:30,NZD,GDT Price Index,Low,,-1.9%,0.3%
2010-11-02 16:29,USD,Congressional Elections,High,,,
2010-11-02 18:30,AUD,AIG Services Index,Medium,,45.6,50.7
2010-11-02 20:00,GBP,BRC Shop Price Index y/y,Low,,1.9%,2.2%
2010-11-02 20:30,AUD,Building Approvals m/m,High,0.3%,-4.8%,-6.6%
2010-11-02 21:00,CNY,Non-Manufacturing PMI,Low,,61.7,60.5
2010-11-03 00:00,USD,FOMC Statement,High,,,
2010-11-03 00:00,USD,Factory Orders m/m,Medium,1.3%,0.0%,2.1%
2010-11-03 04:00,EUR,Spanish Unemployment Change,Medium,,48.1K,68.2K
2010-11-03 04:15,CHF,Retail Sales y/y,High,1.4%,0.1%,3.8%
2010-11-03 05:30,GBP,Final Services PMI,High,52.4,52.8,53.2
2010-11-03 07:30,USD,Challenger Job Cuts y/y,Low,,-44.1%,-31.8%
