datetime,currency,title,impact,forecast,previous,actual
2020-02-02 16:30,AUD,AIG Manufacturing Index,Low,,48.3,45.4
2020-02-02 19:00,AUD,MI Inflation Gauge m/m,Low,,0.3%,0.3%
2020-02-02 19:30,AUD,Building Approvals m/m,Medium,-5.0%,10.9%,-0.2%
2020-02-02 20:45,CNY,Caixin Manufacturing PMI,High,51.0,51.5,51.1
2020-02-03 00:00,AUD,ANZ Job Advertisements m/m,Low,,-5.7%,3.8%
2020-02-03 00:00,JPY,Final Manufacturing PMI,Low,49.3,49.3,48.8
2020-02-03 00:00,USD,Construction Spending m/m,Low,0.5%,0.7%,-0.2%
2020-02-03 00:00,USD,ISM Manufacturing Prices,Low,52.0,51.7,53.3
2020-02-03 00:30,AUD,Commodity Prices y/y,Low,,-1.9%,-3.6%
2020-02-03 03:15,EUR,Spanish Manufacturing PMI,Low,48.3,47.4,48.5
2020-02-03 03:30,CHF,Manufacturing PMI,Low,50.3,50.2,47.8
2020-02-03 03:45,EUR,Italian Manufacturing PMI,Low,46.9,46.2,48.9
2020-02-03 03:50,EUR,French Final Manufacturing PMI,Low,51.0,51.0,51.1
2020-02-03 03:55,EUR,German Final Manufacturing PMI,Low,45.2,45.2,45.3
2020-02-03 04:00,EUR,Final Manufacturing PMI,Low,47.8,47.8,47.9
2020-02-03 04:30,GBP,Final Manufacturing PMI,Medium,49.8,49.8,50.0
2020-02-03 09:30,CAD,Manufacturing PMI,Low,,50.4,50.6
2020-02-03 09:45,USD,Final Manufacturing PMI,Low,51.7,51.7,51.9
2020-02-03 10:00,USD,ISM Manufacturing PMI,High,48.5,47.2,50.9
2020-02-03 13:15,EUR,German Buba President Weidmann Speaks,Low,,,
2020-02-03 14:00,USD,Loan Officer Survey,Low,,,
2020-02-03 15:29,USD,Wards Total Vehicle Sales,Low,16.8M,16.7M,16.8M
2020-02-03 16:45,NZD,Building Consents m/m,Low,,-8.4%,9.9%
2020-02-03 18:50,JPY,Monetary Base y/y,Low,3.2%,3.2%,2.9%
2020-02-03 22:30,AUD,Cash Rate,High,0.75%,0.75%,0.75%
2020-02-03 22:35,JPY,10-y Bond Auction,Low,,-0.01|3.7,-0.05|3.6
2020-02-04 00:00,AUD,RBA Rate Statement,High,,,
2020-02-04 00:00,EUR,Italian Prelim CPI m/m,Low,-0.2%,0.2%,0.2%
2020-02-04 00:00,USD,RCM/TIPP Economic Optimism,Low,58.3,57.4,59.8
2020-02-04 02:45,EUR,French Gov Budget Balance,Low,,-113.9B,-92.8B
2020-02-04 03:00,EUR,Spanish Unemployment Change,Low,44.2K,-34.6K,90.2K
2020-02-04 04:30,GBP,Construction PMI,Low,48.1,44.4,48.4
2020-02-04 05:00,EUR,PPI m/m,Low,0.1%,0.1%,0.0%
2020-02-04 09:12,NZD,GDT Price Index,Low,,1.7%,-4.7%
2020-02-04 10:00,USD,Factory Orders m/m,Low,0.7%,-1.2%,1.8%
2020-02-04 16:30,AUD,AIG Construction Index,Low,,38.9,41.3
2020-02-04 16:45,NZD,Employment Change q/q,High,0.3%,0.2%,0.0%
2020-02-04 19:00,NZD,ANZ Commodity Prices m/m,Low,,-3.4%,-0.9%
2020-02-04 20:30,AUD,RBA Gov Lowe Speaks,High,,,
2020-02-04 20:45,CNY,Caixin Services PMI,Medium,52.0,52.5,51.8
2020-02-04 21:00,USD,President Trump Speaks,High,,,
2020-02-05 00:00,NZD,Labor Cost Index q/q,Low,0.5%,0.6%,0.6%
2020-02-05 00:00,NZD,Unemployment Rate,High,4.2%,4.1%,4.0%
2020-02-05 00:00,USD,Trade Balance,Low,-48.2B,-43.7B,-48.9B
2020-02-05 01:45,CHF,SECO Consumer Climate,Low,-8,-10,-9
2020-02-05 03:15,EUR,Spanish Services PMI,Low,54.0,54.9,52.3
2020-02-05 03:45,EUR,Italian Services PMI,Low,50.3,51.1,51.4
2020-02-05 03:50,EUR,French Final Services PMI,Low,51.7,51.7,51.0
2020-02-05 03:55,EUR,German Final Services PMI,Low,54.2,54.2,54.2
2020-02-05 04:00,EUR,Final Services PMI,Low,52.2,52.2,52.5
2020-02-05 04:30,GBP,Final Services PMI,Medium,52.9,52.9,53.9
2020-02-05 05:00,EUR,Retail Sales m/m,Low,-0.5%,0.8%,-1.6%
2020-02-05 07:15,EUR,ECB President Lagarde Speaks,High,,,
2020-02-05 08:15,USD,ADP Non-Farm Employment Change,High,157K,199K,291K
2020-02-05 08:30,CAD,Trade Balance,Medium,-0.6B,-1.2B,-0.4B
2020-02-05 09:45,USD,Final Services PMI,Low,53.2,53.2,53.4
2020-02-05 10:00,USD,ISM Services PMI,High,55.1,55.0,55.5
2020-02-05 10:30,USD,Crude Oil Inventories,Medium,2.9M,3.5M,3.4M
2020-02-05 12:15,CAD,Gov Council Member Wilkins Speaks,Medium,,,
2020-02-05 16:10,USD,FOMC Member Brainard Speaks,Low,,,
2020-02-05 19:30,AUD,Goods Trade Balance,High,5.65B,5.52B,5.22B
2020-02-05 22:35,JPY,30-y Bond Auction,Low,,0.43|3.7,0.43|3.7
2020-02-06 00:00,AUD,NAB Quarterly Business Confidence,Low,,-1,-1
2020-02-06 00:00,AUD,Retail Sales m/m,High,-0.2%,1.0%,-0.5%
2020-02-06 00:00,USD,Prelim Unit Labor Costs q/q,Low,1.3%,2.5%,1.4%
2020-02-06 00:00,USD,Unemployment Claims,Low,215K,217K,202K
2020-02-06 02:00,EUR,German Factory Orders m/m,Low,0.6%,-0.8%,-2.1%
2020-02-06 03:00,EUR,ECB President Lagarde Speaks,High,,,
