datetime,currency,title,impact,forecast,previous,actual
2012-03-01 00:00,AUD,Private Capital Expenditure q/q,High,3.5%,14.6%,-0.3%
2012-03-01 00:00,CAD,IPPI m/m,Low,0.4%,-0.9%,0.3%
2012-03-01 00:00,CAD,RMPI m/m,Medium,0.3%,-2.5%,0.1%
2012-03-01 00:00,EUR,Italian Monthly Unemployment Rate,Low,8.9%,8.9%,9.2%
2012-03-01 00:00,EUR,Italian Prelim CPI m/m,Low,0.2%,0.3%,0.4%
2012-03-01 00:00,EUR,Unemployment Rate,Medium,10.4%,10.6%,10.7%
2012-03-01 00:00,GBP,MPC Member Miles Speaks,Medium,,,
2012-03-01 00:00,USD,Construction Spending m/m,Low,1.1%,1.4%,-0.1%
2012-03-01 00:00,USD,Core PCE Price Index m/m,Medium,0.2%,0.1%,0.2%
2012-03-01 00:00,USD,ISM Manufacturing PMI,High,54.6,54.1,52.4
2012-03-01 00:00,USD,ISM Manufacturing Prices,Low,57.6,55.5,61.5
2012-03-01 00:00,USD,Natural Gas Storage,Low,-89B,-166B,-82B
2012-03-01 00:00,USD,Personal Income m/m,Low,0.5%,0.5%,0.3%
2012-03-01 00:00,USD,Personal Spending m/m,Medium,0.4%,0.0%,0.2%
2012-03-01 00:00,USD,Unemployment Claims,High,350K,353K,351K
2012-03-01 00:30,AUD,Commodity Prices y/y,Low,,5.1%,3.5%
2012-03-01 01:45,CHF,GDP q/q,Medium,-0.1%,0.3%,0.1%
2012-03-01 02:00,GBP,Nationwide HPI m/m,Medium,0.3%,-0.3%,0.6%
2012-03-01 03:15,EUR,Spanish Manufacturing PMI,Medium,,45.1,45.0
2012-03-01 03:30,CHF,Manufacturing PMI,Medium,48.6,47.3,49.0
2012-03-01 03:45,EUR,Italian Manufacturing PMI,Medium,47.2,46.8,47.8
2012-03-01 03:50,EUR,French Final Manufacturing PMI,Low,50.3,50.2,50.0
2012-03-01 03:55,EUR,German Final Manufacturing PMI,Low,50.1,50.1,50.2
2012-03-01 04:00,EUR,Final Manufacturing PMI,Medium,49.0,49.0,49.0
