datetime,currency,title,impact,forecast,previous,actual
2023-08-01 00:00,AUD,RBA Rate Statement,High,,,
2023-08-01 00:00,EUR,German Unemployment Change,Low,19K,30K,-4K
2023-08-01 00:00,EUR,Italian Monthly Unemployment Rate,Low,7.7%,7.6%,7.4%
2023-08-01 00:00,USD,Construction Spending m/m,Low,0.6%,1.1%,0.5%
2023-08-01 00:00,USD,FOMC Member Goolsbee Speaks,Low,,,
2023-08-01 00:00,USD,ISM Manufacturing Prices,Medium,43.8,41.8,42.6
2023-08-01 00:00,USD,JOLTS Job Openings,High,9.61M,9.62M,9.58M
2023-08-01 01:00,GBP,Nationwide HPI m/m,Low,-0.5%,0.1%,-0.2%
2023-08-01 01:30,AUD,Commodity Prices y/y,Low,,-23.9%,-23.5%
2023-08-01 02:15,EUR,Spanish Manufacturing PMI,Low,48.2,48.0,47.8
2023-08-01 02:45,EUR,Italian Manufacturing PMI,Low,44.4,43.8,44.5
2023-08-01 02:50,EUR,French Final Manufacturing PMI,Low,44.5,44.5,45.1
2023-08-01 02:55,EUR,German Final Manufacturing PMI,Low,38.8,38.8,38.8
2023-08-01 03:00,EUR,Final Manufacturing PMI,Low,42.7,42.7,42.7
2023-08-01 03:30,GBP,Final Manufacturing PMI,Low,45.0,45.0,45.3
2023-08-01 04:00,EUR,Unemployment Rate,Low,6.5%,6.5%,6.4%
2023-08-01 08:30,CAD,Manufacturing PMI,Low,,48.8,49.6
2023-08-01 08:45,USD,Final Manufacturing PMI,Low,49.0,49.0,49.0
2023-08-01 09:00,USD,ISM Manufacturing PMI,High,46.9,46.0,46.4
2023-08-01 09:42,NZD,GDT Price Index,Low,,-1.0%,-4.3%
2023-08-01 15:29,USD,Wards Total Vehicle Sales,Low,15.7M,15.7M,15.7M
2023-08-01 17:45,NZD,Employment Change q/q,High,0.6%,1.1%,1.0%
2023-08-01 18:50,JPY,Monetary Base y/y,Low,-0.7%,-1.0%,-1.3%
2023-08-02 00:00,EUR,Spanish Unemployment Change,Low,-38.2K,-50.3K,-11.0K
2023-08-02 00:00,JPY,Monetary Policy Meeting Minutes,Low,,,
2023-08-02 00:00,NZD,Labor Cost Index q/q,Low,1.2%,0.9%,1.1%
2023-08-02 00:00,NZD,Unemployment Rate,High,3.5%,3.4%,3.6%
2023-08-02 02:00,CHF,SECO Consumer Climate,Low,-25,-30,-27
2023-08-02 02:30,CHF,Manufacturing PMI,Low,43.8,44.9,38.5
2023-08-02 07:15,USD,ADP Non-Farm Employment Change,High,191K,455K,324K
2023-08-02 09:30,USD,Crude Oil Inventories,Low,-0.9M,-0.6M,-17.0M
2023-08-02 20:00,NZD,ANZ Commodity Prices m/m,Low,,-1.7%,-2.6%
2023-08-02 20:30,AUD,Goods Trade Balance,Medium,10.87B,10.50B,11.32B
2023-08-02 20:45,CNY,Caixin Services PMI,Medium,52.5,53.9,54.1
2023-08-03 00:00,EUR,Italian Retail Sales m/m,Low,0.2%,0.6%,-0.2%
2023-08-03 00:00,GBP,MPC Official Bank Rate Votes,High,7-0-2,7-0-2,8-0-1
2023-08-03 00:00,GBP,Monetary Policy Summary,High,,,
2023-08-03 00:00,GBP,Official Bank Rate,High,5.25%,5.00%,5.25%
2023-08-03 00:00,USD,Challenger Job Cuts y/y,Low,,25.2%,-8.2%
2023-08-03 00:00,USD,Factory Orders m/m,Low,2.0%,0.4%,2.3%
2023-08-03 00:00,USD,Prelim Nonfarm Productivity q/q,Low,2.1%,-2.1%,3.7%
2023-08-03 00:00,USD,Prelim Unit Labor Costs q/q,Low,2.5%,4.2%,1.6%
2023-08-03 01:00,EUR,German Trade Balance,Low,15.0B,14.6B,18.7B
2023-08-03 01:30,CHF,CPI m/m,High,-0.1%,0.1%,-0.1%
2023-08-03 01:45,EUR,French Gov Budget Balance,Low,,-107.2B,-116.2B
2023-08-03 02:15,EUR,Spanish Services PMI,Low,53.5,53.4,52.8
2023-08-03 02:45,EUR,Italian Services PMI,Low,52.2,52.2,51.5
2023-08-03 02:50,EUR,French Final Services PMI,Low,47.4,47.4,47.1
2023-08-03 02:55,EUR,German Final Services PMI,Low,52.0,52.0,52.3
2023-08-03 03:00,EUR,Final Services PMI,Low,51.1,51.1,50.9
2023-08-03 03:30,GBP,Final Services PMI,Low,51.5,51.5,51.5
2023-08-03 03:44,EUR,Spanish 10-y Bond Auction,Low,,3.55|1.5,3.61|1.5
2023-08-03 03:58,EUR,French 10-y Bond Auction,Low,,3.04|1.9,3.09|1.8
2023-08-03 04:00,EUR,PPI m/m,Low,-0.3%,-1.9%,-0.4%
2023-08-03 06:00,GBP,BOE Monetary Policy Report,High,,,
2023-08-03 06:30,GBP,BOE Gov Bailey Speaks,High,,,
2023-08-03 07:30,USD,Unemployment Claims,High,226K,221K,227K
2023-08-03 08:45,USD,Final Services PMI,Low,52.4,52.4,52.3
2023-08-03 09:00,USD,ISM Services PMI,High,53.1,53.9,52.7
2023-08-03 09:30,USD,Natural Gas Storage,Low,18B,16B,14B
2023-08-03 15:29,All,OPEC-JMMC Meetings,Medium,,,
2023-08-03 20:30,AUD,RBA Monetary Policy Statement,Medium,,,
2023-08-04 00:00,CAD,Unemployment Rate,High,5.5%,5.4%,5.5%
2023-08-04 00:00,EUR,French Prelim Private Payrolls q/q,Low,0.2%,0.4%,0.1%
2023-08-04 00:00,USD,Average Hourly Earnings m/m,High,0.3%,0.4%,0.4%
2023-08-04 00:00,USD,Non-Farm Employment Change,High,205K,185K,187K
2023-08-04 00:00,USD,Unemployment Rate,High,3.6%,3.6%,3.5%
2023-08-04 01:00,EUR,German Factory Orders m/m,Low,-2.1%,6.2%,7.0%
2023-08-04 01:45,EUR,French Industrial Production m/m,Low,-0.3%,1.1%,-0.9%
2023-08-04 03:00,EUR,Italian Industrial Production m/m,Low,-0.3%,1.7%,0.5%
2023-08-04 03:30,GBP,Construction PMI,Low,48.1,48.9,51.7
2023-08-04 04:00,EUR,Retail Sales m/m,Low,0.3%,0.6%,-0.3%
2023-08-04 06:15,GBP,MPC Member Pill Speaks,Low,,,
2023-08-04 07:30,CAD,Employment Change,High,24.6K,59.9K,-6.4K
2023-08-04 09:00,CAD,Ivey PMI,Medium,49.1,50.2,48.6
2023-08-06 18:50,JPY,BOJ Summary of Opinions,Low,,,
2023-08-06 20:30,AUD,ANZ Job Advertisements m/m,Low,,-2.7%,0.4%
2023-08-07 00:00,GBP,Halifax HPI m/m,Low,0.0%,-0.1%,-0.3%
2023-08-07 00:00,JPY,Leading Indicators,Low,108.9%,109.2%,108.9%
2023-08-07 00:45,CHF,Unemployment Rate,Low,2.0%,2.0%,2.1%
2023-08-07 01:00,EUR,German Industrial Production m/m,Low,-0.4%,-0.1%,-1.5%
2023-08-07 02:00,CHF,Foreign Currency Reserves,Medium,,725B,698B
2023-08-07 03:30,EUR,Sentix Investor Confidence,Low,-24.3,-22.5,-18.9
2023-08-07 07:30,USD,FOMC Member Bowman Speaks,Low,,,
2023-08-07 11:00,GBP,MPC Member Pill Speaks,Low,,,
2023-08-07 14:00,USD,Consumer Credit m/m,Low,13.8B,9.5B,17.8B
2023-08-07 18:01,GBP,BRC Retail Sales Monitor y/y,Low,3.0%,4.2%,1.8%
2023-08-07 18:30,JPY,Average Cash Earnings y/y,Low,3.0%,2.9%,2.3%
2023-08-07 18:50,JPY,Bank Lending y/y,Low,3.0%,3.1%,2.9%
2023-08-07 19:30,AUD,Westpac Consumer Sentiment,Low,,2.7%,-0.4%
2023-08-07 20:30,AUD,NAB Business Confidence,Medium,,-1,2
2023-08-07 22:08,CNY,Trade Balance,Low,495B,491B,576B
2023-08-07 22:09,CNY,USD-Denominated Trade Balance,Low,70.8B,70.6B,80.6B
2023-08-07 22:35,JPY,30-y Bond Auction,Low,,1.22|3.0,1.59|3.5
2023-08-08 00:00,JPY,Current Account,Low,2.24T,1.70T,2.35T
2023-08-08 00:00,JPY,Economy Watchers Sentiment,Low,54.0,53.6,54.4
2023-08-08 00:00,JPY,Household Spending y/y,Low,-3.9%,-4.0%,-4.2%
2023-08-08 00:00,USD,RCM/TIPP Economic Optimism,Low,43.0,41.3,40.3
2023-08-08 00:00,USD,Trade Balance,Low,-65.1B,-68.3B,-65.5B
2023-08-08 01:00,EUR,German Final CPI m/m,Low,0.3%,0.3%,0.3%
2023-08-08 01:45,EUR,French Trade Balance,Low,-8.0B,-7.9B,-6.7B
2023-08-08 05:00,USD,NFIB Small Business Index,Low,91.2,91.0,91.9
2023-08-08 07:15,USD,FOMC Member Harker Speaks,Medium,,,
2023-08-08 07:30,CAD,Trade Balance,Low,-2.8B,-2.7B,-3.7B
2023-08-08 09:00,USD,Final Wholesale Inventories m/m,Low,-0.3%,-0.3%,-0.5%
2023-08-08 18:50,JPY,M2 Money Stock y/y,Low,2.6%,2.6%,2.4%
2023-08-08 20:30,CNY,CPI y/y,High,-0.4%,0.0%,-0.3%
2023-08-08 22:00,NZD,Inflation Expectations q/q,High,,2.79%,2.83%
2023-08-09 00:00,CNY,PPI y/y,Medium,-4.0%,-5.4%,-4.4%
2023-08-09 00:58,JPY,Prelim Machine Tool Orders y/y,Low,,-21.1%,-19.8%
2023-08-09 04:02,GBP,10-y Bond Auction,Low,,4.60|2.7,4.35|2.6
2023-08-09 04:34,EUR,German 10-y Bond Auction,Low,,2.64|1.9,2.46|1.6
2023-08-09 07:30,CAD,Building Permits m/m,Low,-2.1%,12.6%,6.1%
