datetime,currency,title,impact,forecast,previous,actual
2014-07-01 00:00,AUD,RBA Rate Statement,High,,,
2014-07-01 00:00,EUR,German Final Manufacturing PMI,Low,52.4,52.4,52.0
2014-07-01 00:00,EUR,Italian Monthly Unemployment Rate,Low,12.6%,12.5%,12.6%
2014-07-01 00:00,GBP,FPC Meeting Minutes,Low,,,
2014-07-01 00:00,JPY,Tankan Non-Manufacturing Index,Medium,19,24,19
2014-07-01 00:00,USD,Construction Spending m/m,Low,0.5%,0.8%,0.1%
2014-07-01 00:00,USD,ISM Manufacturing Prices,Low,60.0,60.0,58.0
2014-07-01 00:00,USD,RCM/TIPP Economic Optimism,Low,48.9,47.7,45.6
2014-07-01 00:30,AUD,Cash Rate,High,2.50%,2.50%,2.50%
2014-07-01 02:30,AUD,Commodity Prices y/y,Low,,-12.8%,-9.6%
2014-07-01 03:15,EUR,Spanish Manufacturing PMI,Medium,53.2,52.9,54.6
2014-07-01 03:30,CHF,Manufacturing PMI,Medium,52.6,52.5,54.0
2014-07-01 03:45,EUR,Italian Manufacturing PMI,Medium,53.5,53.2,52.6
2014-07-01 03:50,EUR,French Final Manufacturing PMI,Low,47.8,47.8,48.2
2014-07-01 03:55,EUR,German Unemployment Change,Medium,-9K,26K,9K
2014-07-01 04:00,EUR,Final Manufacturing PMI,Low,51.9,51.9,51.8
2014-07-01 04:30,GBP,Final Manufacturing PMI,High,56.7,57.0,57.5
2014-07-01 05:00,EUR,Unemployment Rate,Medium,11.7%,11.6%,11.6%
2014-07-01 08:00,USD,Treasury Sec Lew Speaks,Medium,,,
2014-07-01 09:45,USD,Final Manufacturing PMI,Low,57.5,57.5,57.3
2014-07-01 10:00,USD,ISM Manufacturing PMI,High,55.6,55.4,55.3
2014-07-01 10:44,NZD,GDT Price Index,Medium,,0.9%,-4.9%
2014-07-01 15:29,USD,Total Vehicle Sales,Low,16.5M,16.8M,17.0M
2014-07-01 19:50,JPY,Monetary Base y/y,Low,48.3%,45.6%,42.6%
2014-07-01 21:00,NZD,ANZ Commodity Prices m/m,Low,,-2.2%,-0.9%
2014-07-01 21:30,AUD,Goods Trade Balance,High,-0.16B,-0.78B,-1.91B
2014-07-02 00:00,EUR,PPI m/m,Low,0.1%,-0.1%,-0.1%
2014-07-02 02:00,GBP,Nationwide HPI m/m,Medium,0.6%,0.7%,1.0%
2014-07-02 03:00,EUR,Spanish Unemployment Change,Medium,-147.3K,-111.9K,-122.7K
2014-07-02 04:30,GBP,Construction PMI,High,59.7,60.0,62.6
2014-07-02 05:00,EUR,Final GDP q/q,Low,0.2%,0.2%,0.2%
